Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
뱀띠 여자 성격,Informational,70,"0.21,0.36,0.21,0.50,0.07,1.00,1.00,1.00,0.36,0.50,0.36,0.07",6,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
분열 형 성격 장애,Informational,70,"0.44,0.03,0.05,1.00,0.03,0.03,0.03,0.03,0.03,0.03,0.23,0.03",19,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, Related searches"
사차원 성격,Informational,70,"1.00,0.07,0.07,0.07,0.29,0.07,0.50,0.07,0.07,0.21,0.14,0.79",20,0.00,0.33,"AI Overview, People also ask, Related searches"
성격 고집,Informational,70,"0.02,0.29,0.23,1.00,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.02",25,0.00,0.33,"AI Overview, People also ask, Related searches"
성격 의 장단점 자소서,Informational,70,"0.05,1.00,0.03,0.03,0.08,0.03,0.05,0.03,0.82,0.03,0.05,0.03",10,0.00,0.06,"Video, Video carousel, Related searches"
성격 장애 유형,Informational,70,"1.00,0.02,0.08,0.04,0.19,0.04,0.02,0.02,0.04,0.06,0.15,0.02",15,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
성격 장애 치료,Informational,70,"0.03,0.67,0.03,0.05,0.05,0.05,0.03,0.36,1.00,0.03,0.03,0.03",10,2.49,0.10,"AI Overview, Video, Video carousel, Related searches"
손가락 길이 성격,Informational,70,"1.00,0.04,0.04,0.35,0.04,0.15,0.08,0.27,0.04,0.35,0.27,0.12",14,0.00,0.33,"Image pack, Video, Video carousel, Related searches"
손예진 성격,Informational,70,"0.10,1.00,0.23,0.04,0.02,0.02,0.02,0.02,0.04,0.15,0.19,0.02",19,0.00,0.33,"Image pack, Video, People also ask, Related searches"
신비주의 성격,Informational,70,"0.02,0.02,0.24,0.19,0.03,0.03,1.00,0.02,0.02,0.02,0.02,0.03",26,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
아이린 성격,Informational,70,"0.25,0.25,0.50,0.25,0.25,0.25,0.25,1.00,0.50,0.25,0.25,0.25",23,0.00,0.33,"Image, Image pack, Video, Related searches"
온순한 성격,Informational,70,"0.02,0.02,0.04,0.02,0.02,0.02,0.04,1.00,0.02,0.02,0.23,0.44",26,0.00,0.00,"AI Overview, Image pack, People also ask, Related searches"
요괴 워치 성격,"Informational, Transactional",70,"0.12,0.09,0.03,0.03,0.09,0.03,0.44,1.00,0.03,0.03,0.44,0.44",26,0.00,0.33,"Sitelinks, Image pack, Video, Video carousel, Related searches"
유한 성격,Informational,70,"0.06,0.06,0.06,0.06,1.00,0.18,0.82,0.82,0.82,0.06,0.24,0.29",23,0.00,0.33,"AI Overview, Video, People also ask"
이브이 성격,Informational,70,"0.05,1.00,0.67,0.81,0.81,0.24,0.05,0.05,0.05,0.10,0.05,0.10",24,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches"
자소서 성격 단점,Informational,70,"0.65,0.06,0.82,0.06,0.06,0.12,0.24,0.06,1.00,0.12,0.06,0.06",10,0.00,0.01,"AI Overview, Video, Related searches"
젖소 고양이 성격,Informational,70,"0.82,1.00,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.41,0.06",11,0.00,0.33,"AI Overview, Image pack, Video, Related searches"
진짜 성격 테스트,Informational,70,"0.03,0.09,1.00,0.03,0.12,0.03,0.66,0.03,0.03,0.06,0.03,0.53",16,0.00,0.26,"Image pack, Video, Video carousel, People also ask, Related searches"
츤데레 성격,Informational,70,"1.00,0.06,0.06,0.18,0.06,0.06,0.18,0.18,0.06,0.12,0.18,0.06",25,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
친칠라 성격,Informational,70,"0.50,0.50,0.64,0.50,0.79,0.36,0.64,1.00,0.79,1.00,0.79,1.00",23,0.00,0.33,"Sitelinks, AI Overview, Video, Related searches"
태연 성격,Informational,70,"0.14,0.14,0.14,0.14,0.14,0.29,1.00,0.14,0.14,0.14,0.14,0.43",23,0.00,0.33,"AI Overview, Image, Image pack, Video, Related searches"
푸딩 햄스터 성격,Informational,70,"0.34,0.44,0.03,0.03,0.03,0.03,0.06,0.28,0.06,1.00,0.34,0.03",25,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
혈액형 성격 과학적 근거,Informational,70,"0.15,0.65,0.42,0.42,1.00,0.08,0.15,0.04,0.08,0.12,0.04,0.04",16,0.00,0.33,"AI Overview, Video, Related searches"
16 성격 검사,Informational,50,"0.14,0.14,0.14,0.14,1.00,0.43,1.00,0.14,0.14,0.14,0.14,0.14",34,0.00,0.03,"Video, Related searches"
개구 마르 성격,Informational,50,"0.29,1.00,0.65,0.65,0.06,0.06,0.06,0.12,0.29,0.18,0.06,0.06",23,0.00,0.33,"Sitelinks, AI Overview, Video, Related searches"
경계선 성격 장애 영화,Informational,50,"0.65,0.65,0.06,0.24,0.06,0.06,0.18,0.06,0.06,0.12,0.06,1.00",22,0.00,0.00,"AI Overview, Video, Video carousel, Related searches"
김승연 회장 성격,Informational,50,"0.08,0.03,0.05,0.44,1.00,0.03,0.05,0.03,0.03,0.03,0.03,0.05",11,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
나의 성격,Informational,50,"0.15,0.04,0.19,0.12,0.27,0.04,0.08,0.04,0.65,1.00,0.04,0.04",13,0.20,0.04,"AI Overview, Image pack, Video, Video carousel, Related searches"
사주 성격 풀이,Informational,50,"0.04,0.04,1.00,0.15,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04",25,0.17,0.18,"Video, Video carousel, Related searches"
섬세한 성격,Informational,50,"0.18,1.00,0.82,0.09,0.45,0.09,0.36,0.45,0.64,0.09,0.64,0.18",21,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches"
소띠 여자 성격,Informational,50,"0.04,0.08,0.12,0.04,0.65,0.12,1.00,0.04,0.04,0.04,0.04,0.04",9,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
시크한 성격,Informational,50,"0.41,0.06,1.00,0.24,0.06,0.06,0.06,0.12,0.06,0.06,0.12,0.06",17,0.00,0.33,"AI Overview, Image pack, Video, People also ask"
