Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
ハンター ハンター オーラ 別 性格 診断,Informational,210,"0.53,0.53,0.66,0.66,1.00,0.81,0.66,0.53,0.66,0.53,0.66,0.81",13,0.00,0.33,"Image pack, Video, Related searches"
ヒステリー 女 診断,Informational,210,"0.81,0.81,1.00,0.81,1.00,0.81,1.00,1.00,1.00,1.00,0.81,0.81",13,0.13,0.03,"Sitelinks, AI Overview, People also ask, Related searches"
ビッグ ファイブ 心理 学,Informational,210,"1.00,0.66,0.66,0.81,0.81,0.66,0.81,0.53,0.44,0.66,0.81,0.81",15,0.43,0.12,"Sitelinks, AI Overview, Video, People also ask, Related searches"
フレネミー 診断 16 タイプ,Commercial,210,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.30",14,0.10,0.01,"Video, People also ask, Related searches"
プライド が 高い 診断,Informational,210,"1.00,1.00,0.81,1.00,1.00,1.00,0.81,1.00,0.81,0.67,0.81,0.52",11,0.29,0.05,"Video, People also ask, Related searches"
マイナビ 性格 診断,Navigational,210,"1.00,0.65,0.81,0.81,0.81,0.54,0.65,0.81,0.65,0.81,0.81,1.00",28,0.71,0.24,"People also ask, Related searches"
マイヤーズ ブリックス,Informational,210,"0.81,1.00,1.00,0.66,0.66,0.53,0.34,0.28,0.44,0.44,0.53,0.44",27,0.47,0.24,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches"
マッチング アプリ 診断,Informational,210,"1.00,1.00,0.66,0.81,0.53,0.66,0.66,0.66,0.66,0.53,0.53,0.53",14,1.21,0.45,"People also ask, Related searches"
モンハン 武器 性格 診断,Informational,210,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.81,0.52,0.67",19,0.00,0.33,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches"
主人公 性格 診断,Informational,210,"1.00,0.81,1.00,0.66,0.53,0.66,0.53,0.53,0.53,0.66,0.53,0.44",21,0.45,0.03,"Sitelinks, AI Overview, Video, People also ask, Related searches"
人付き合い 苦手 診断,Commercial,210,"0.66,0.66,0.81,1.00,0.66,0.66,0.66,0.53,0.53,0.53,0.53,0.44",12,0.09,0.23,"Video, People also ask, Related searches"
人気 度 診断,Informational,210,"1.00,0.66,0.66,0.81,0.66,0.53,0.66,0.66,0.66,0.34,0.44,0.53",19,0.00,0.33,"Video, Related searches"
人気者 診断,Informational,210,"1.00,0.66,0.66,0.66,0.81,0.66,0.53,0.53,0.44,0.53,0.66,0.66",20,0.00,0.01,"Video, People also ask"
人間 の 性格,Informational,210,"1.00,0.81,0.81,0.81,0.81,1.00,0.81,0.65,0.81,0.81,1.00,1.00",28,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
人間 性格,Informational,210,"1.00,0.81,0.81,0.81,0.81,1.00,0.81,0.65,0.81,0.81,1.00,1.00",28,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
人間 関係 診断,Informational,210,"0.67,0.54,0.67,0.67,0.54,0.44,0.44,0.54,0.54,0.67,1.00,0.67",14,0.12,0.07,"Video, People also ask, Related searches"
体重 体型 診断 辛口,Informational,210,"1.00,1.00,1.00,1.00,0.65,0.65,0.65,0.42,0.42,0.35,0.35,0.35",12,0.00,0.33,"Sitelinks, People also ask, Related searches"
俳優 診断,Informational,210,"0.44,0.54,0.44,0.67,0.44,0.44,0.54,0.36,1.00,0.44,0.36,0.36",28,0.00,0.33,"Image pack, Video, Related searches"
儚 げ 女子 診断,Informational,210,"0.81,1.00,0.81,0.66,0.66,0.44,0.53,0.44,0.44,0.34,0.34,0.34",17,0.00,0.33,"Sitelinks, Image pack, People also ask, Related searches"
公式 診断,Informational,210,"0.66,0.81,0.81,1.00,0.81,0.66,0.81,0.44,0.66,0.44,0.34,0.44",32,0.00,0.01,"Image, Image pack, Related searches"
協調 性 が ない 診断,Informational,210,"0.66,0.81,1.00,0.81,0.66,0.81,0.53,0.53,0.53,0.53,0.53,0.53",12,0.31,0.12,"People also ask, Related searches"
女 性格,Informational,210,"1.00,1.00,1.00,1.00,0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.81",18,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
女の子 診断,Informational,210,"0.28,0.54,0.54,0.54,0.44,0.54,0.44,1.00,0.44,0.54,0.54,0.54",17,0.00,0.01,"People also ask, Related searches"
子供 の 性格 診断,Informational,210,"0.29,1.00,0.29,0.36,0.54,0.29,0.24,0.36,0.29,0.19,0.36,0.29",19,0.00,0.00,"Sitelinks, Image pack, Video, People also ask, Related searches"
字 性格 診断,Informational,210,"0.81,0.81,0.81,1.00,0.81,0.65,0.65,0.65,0.65,0.65,0.65,0.65",12,0.00,0.33,"Image pack, Video, People also ask, Related searches"
学校 診断,Informational,210,"0.12,0.12,0.12,0.12,0.10,0.12,0.16,1.00,0.36,0.24,0.24,0.24",15,0.51,0.06,"Video, People also ask, Related searches"
就活 性格 診断 落ちる,Informational,210,"0.53,0.28,0.44,0.66,0.66,0.66,0.66,0.66,1.00,0.66,0.81,0.81",15,0.66,0.03,"Sitelinks, AI Overview, Video, People also ask"
岡田 斗 司 夫 性格 診断,Informational,210,"0.66,0.66,0.66,0.66,0.81,0.66,0.66,0.34,0.44,0.44,1.00,0.66",34,0.00,0.01,"Sitelinks, Reviews, Image, Video, Video carousel, People also ask, Related searches"
心理 テスト 性格 簡単,Informational,210,"0.44,0.66,1.00,1.00,0.81,0.81,0.81,0.81,0.53,0.66,0.66,0.81",26,0.00,0.01,"Sitelinks, Image pack, Video, People also ask"
心理 テスト 性格 面白い,Informational,210,"0.54,0.67,1.00,0.44,0.54,0.54,0.67,0.54,0.44,0.54,0.67,0.67",19,0.00,0.01,"Sitelinks, Video, People also ask, Related searches"
心理 テスト 簡単 性格,Informational,210,"0.44,0.66,1.00,1.00,0.81,0.81,0.81,0.81,0.53,0.66,0.66,0.81",21,0.00,0.01,"Sitelinks, Video, Video carousel, Related searches"
心理 問題,Informational,210,"0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.65,0.81,1.00,0.81",23,0.59,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
心理 学 ビッグ ファイブ,Informational,210,"1.00,0.66,0.66,0.81,0.81,0.66,0.81,0.53,0.44,0.66,0.81,0.81",23,0.43,0.12,"Sitelinks, AI Overview, Video, People also ask, Related searches"
思考 タイプ 診断,Informational,210,"1.00,0.81,1.00,1.00,1.00,0.81,1.00,1.00,1.00,1.00,0.81,0.81",12,0.34,0.09,"Image pack, Related searches"
性格 が わかる 質問,Informational,210,"0.81,1.00,0.81,0.81,0.81,0.81,0.65,0.65,0.65,0.81,0.65,0.65",21,0.29,0.02,"AI Overview, Video, Video carousel, People also ask, Related searches"
性格 とは,Informational,210,"0.81,1.00,0.81,1.00,0.81,1.00,0.81,0.65,0.81,1.00,0.81,0.81",29,0.00,0.33,"Instant answer, Video, People also ask, Related searches"
性格 イケメン 診断,Informational,210,"1.00,1.00,0.66,0.81,0.66,0.53,0.44,0.53,0.34,0.34,0.53,0.81",13,0.00,0.01,"Reviews, Video, People also ask, Related searches"
性格 タイプ 一覧,Informational,210,"0.81,1.00,1.00,1.00,0.81,0.81,0.81,0.65,0.81,1.00,0.65,0.65",30,0.00,0.01,"Sitelinks, Image pack, Video, People also ask, Related searches"
性格 ビッグ ファイブ,Informational,210,"1.00,0.81,0.65,0.81,0.81,0.65,0.81,0.54,0.65,0.81,0.81,0.81",29,0.36,0.16,"Sitelinks, AI Overview, People also ask, Related searches, Ads middle"
性格 気質,Informational,210,"1.00,0.65,0.81,0.65,0.65,0.65,0.65,0.54,0.65,0.65,0.65,0.65",13,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
性格 相性,Informational,210,"1.00,1.00,1.00,0.81,0.81,0.81,0.65,0.54,0.81,0.81,0.81,0.65",21,0.00,0.33,"Sitelinks, Image pack, Video, People also ask, Related searches"
性格 診断 entp,Informational,210,"1.00,1.00,0.81,0.81,0.81,0.81,0.54,0.65,0.81,0.54,0.54,0.54",18,0.36,0.17,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
性格 診断 esfp,Informational,210,"1.00,0.81,1.00,1.00,0.81,0.67,0.67,0.67,0.67,0.52,0.52,0.43",20,0.16,0.18,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
性格 診断 isfj,Informational,210,"1.00,0.81,1.00,0.81,0.54,0.65,0.81,0.65,1.00,0.81,0.65,0.65",13,0.16,0.03,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
性格 診断 wiki,Informational,210,"1.00,1.00,1.00,0.81,0.81,1.00,0.81,0.65,0.81,0.65,0.65,0.35",30,0.00,0.33,"Sitelinks, People also ask, Related searches"
性格 診断 マイナビ,Navigational,210,"1.00,0.65,0.81,0.81,0.81,0.54,0.65,0.81,0.65,0.81,0.81,1.00",34,0.60,0.26,"People also ask, Related searches"
性格 診断 中学生,Informational,210,"0.29,0.35,0.35,0.35,0.44,0.44,0.29,0.44,0.67,1.00,1.00,0.81",29,0.13,0.06,"Video, People also ask, Related searches"
性格 診断 新しい,Informational,210,"0.04,0.67,1.00,0.24,0.06,1.00,0.29,0.24,0.19,0.19,0.24,0.19",26,0.37,0.06,"Video, People also ask, Related searches"
性格 診断 無料 生年 月 日,Informational,210,"1.00,1.00,0.81,0.53,0.44,0.53,0.66,0.66,0.66,0.66,0.81,0.66",23,0.05,0.24,"Sitelinks, Reviews, People also ask, Related searches"
性格 診断 生年 月 日 無料,Informational,210,"1.00,1.00,0.81,0.53,0.44,0.53,0.66,0.66,0.66,0.66,0.81,0.66",23,0.03,0.26,"Sitelinks, People also ask, Related searches"
性格 診断 討論 者,Informational,210,"1.00,0.66,0.81,0.53,0.53,0.53,0.66,0.44,0.53,0.53,0.66,0.44",22,0.00,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
性格 診断 面接,Informational,210,"1.00,0.81,1.00,0.81,0.65,0.65,0.54,0.65,0.65,0.81,0.42,0.54",13,1.32,0.28,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
感情 診断,Informational,210,"0.81,1.00,1.00,0.81,0.81,0.65,0.81,0.54,0.54,0.54,0.81,0.65",23,0.22,0.06,"Video, Related searches"
暇 診断,Informational,210,"0.81,0.54,1.00,0.81,0.65,1.00,0.65,0.81,0.81,0.54,0.65,0.65",28,0.00,0.02,"Video, People also ask, Related searches"
本当 の 自分 が わからない 診断,Informational,210,"0.81,0.81,0.81,1.00,0.81,0.66,0.81,0.44,0.66,0.53,0.53,0.44",15,0.19,0.35,"AI Overview, Video, Related searches, Ads middle"
本当 の 自分 診断,Informational,210,"1.00,0.81,0.81,0.53,0.53,0.53,0.34,0.34,0.53,0.44,0.44,0.28",23,0.18,0.31,"Video, Related searches"
本性 診断,Informational,210,"0.81,1.00,0.81,0.65,1.00,0.81,0.81,0.81,0.81,0.65,1.00,0.81",27,0.10,0.09,Related searches
無料 性格 診断 生年 月 日,Informational,210,"1.00,1.00,0.81,0.53,0.44,0.53,0.66,0.66,0.66,0.66,0.81,0.66",23,0.05,0.24,"Sitelinks, People also ask, Related searches"
現実 逃避 診断,Informational,210,"1.00,0.81,0.81,1.00,0.81,0.81,0.81,0.65,0.81,0.54,0.54,0.65",15,0.00,0.03,"Sitelinks, AI Overview, Video, People also ask, Related searches"
癖 診断,Informational,210,"0.54,0.54,0.54,0.54,0.67,0.67,0.67,0.54,0.67,0.67,1.00,0.82",13,0.00,0.02,"Video, People also ask, Related searches"
相性 診断 性格,Informational,210,"1.00,0.81,0.81,0.81,0.66,0.66,0.66,0.66,0.66,0.53,0.44,0.66",34,0.00,0.02,"Reviews, Video, People also ask, Related searches"
破滅 願望 診断,Informational,210,"1.00,0.34,0.53,0.66,0.34,0.34,0.53,0.53,0.44,0.28,0.34,0.22",14,0.00,0.03,"People also ask, Related searches"
簡単 性格 診断,Informational,210,"0.54,0.42,0.65,0.65,0.81,0.54,0.65,0.81,1.00,0.81,1.00,1.00",25,0.00,0.03,"Reviews, Video, Related searches"
素直 診断,Commercial,210,"0.54,0.81,0.81,0.81,0.81,0.65,0.65,0.81,0.81,0.65,0.81,1.00",14,0.00,0.02,Related searches
自分 に 合っ た 勉強 法,Informational,210,"0.81,1.00,1.00,0.81,1.00,0.65,0.81,0.54,0.42,0.65,0.42,0.65",20,0.71,0.15,"Sitelinks, Video, People also ask, Related searches"
自分 に 合っ た 高校 診断,Informational,210,"1.00,1.00,1.00,1.00,1.00,0.81,1.00,0.65,0.81,0.81,0.65,0.81",22,0.47,0.18,"AI Overview, Video, People also ask, Related searches, Ads top, Ads bottom"
自分 の 気持ち が わからない 診断,Informational,210,"1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.65,0.65,0.65,0.65,0.65",16,0.18,0.23,"Video, People also ask, Related searches"
自分 の 脳 に 合っ た 勉強 法 診断,Informational,210,"1.00,0.67,0.54,0.44,0.44,0.28,0.23,0.23,0.28,0.23,0.23,0.18",12,0.32,0.26,"Sitelinks, Video, People also ask, Related searches"
自分 は どんな 人間 か,Informational,210,"0.65,0.65,0.81,0.81,0.65,0.65,0.81,0.65,0.81,1.00,0.81,0.81",29,0.36,0.43,"Sitelinks, AI Overview, Video, People also ask, Related searches"
診断 おすすめ,Informational,210,"0.44,0.44,0.53,0.81,0.81,0.66,0.66,0.53,0.66,0.53,1.00,1.00",28,0.42,0.15,"Sitelinks, AI Overview, Video, People also ask, Related searches"
診断 集,Informational,210,"0.81,0.81,0.81,1.00,1.00,1.00,0.65,0.54,0.42,0.27,0.65,0.42",32,0.00,0.33,"Video, Related searches"
超 性格 分析,Informational,210,"0.35,0.35,0.44,0.29,0.67,1.00,0.35,0.23,0.29,0.23,1.00,0.35",11,0.15,0.30,"Reviews, Video, Related searches"
辛口性格診断 謎解き,Informational,210,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",25,0.00,0.00,"Video, Related searches"
適性 検査 性格 診断 対策,Informational,210,"0.42,0.42,0.42,0.54,0.27,0.42,0.65,0.81,1.00,1.00,0.35,0.54",14,0.68,0.25,"Sitelinks, Video, People also ask, Related searches"
面白い 心理 テスト 性格,Informational,210,"0.54,0.67,1.00,0.44,0.54,0.54,0.67,0.54,0.44,0.54,0.67,0.67",17,0.00,0.01,"Sitelinks, Video, Related searches"
bigfive 診断,Informational,170,"0.54,0.44,0.44,0.54,0.44,0.54,0.54,0.36,0.44,0.54,0.67,1.00",20,0.29,0.34,"Video, People also ask, Related searches"
entp 性格 診断,Informational,170,"1.00,0.09,0.09,0.09,0.27,0.09,0.09,0.09,0.09,0.64,0.09,0.09",21,0.18,0.25,"Image, Image pack, Video, Related searches, Ads top, Ads bottom"
is mbti,Informational,170,"0.81,0.67,0.81,0.81,0.67,1.00,0.52,0.67,0.81,0.81,0.81,0.67",28,0.00,0.01,"AI Overview, Video, People also ask, Knowledge panel, Related searches"
jobgram,Navigational,170,"0.54,0.44,0.54,0.54,0.54,0.54,0.44,0.54,0.54,0.54,0.67,1.00",11,1.08,0.13,"Video, People also ask, Related searches"
mbti ij,Informational,170,"0.34,0.22,0.34,0.28,0.44,0.53,0.53,0.66,0.66,0.66,0.81,1.00",9,0.00,0.00,"AI Overview, Image pack, Video, People also ask, Related searches"
mbti マイペース,Informational,170,"1.00,1.00,1.00,0.81,1.00,0.67,0.67,0.52,0.67,0.81,0.81,0.81",19,0.00,0.33,"Sitelinks, Image pack, Video, People also ask, Related searches"
mbti 最強,Informational,170,"1.00,0.65,0.65,0.81,0.65,0.65,0.54,0.54,0.65,0.65,0.81,0.54",10,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
mbti 簡単 解説,Informational,170,"1.00,0.81,0.81,0.81,0.54,0.81,0.81,0.65,0.65,0.65,0.35,0.27",21,0.00,0.02,"Sitelinks, Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
あなた の タイプ 診断,Informational,170,"0.22,0.66,0.16,0.81,0.03,1.00,0.06,0.12,0.06,0.16,0.03,0.66",31,0.20,0.19,"Reviews, Video, Related searches"
おすすめ 診断,Informational,170,"0.65,0.65,0.65,0.81,1.00,0.65,0.65,0.81,0.81,0.65,1.00,1.00",27,0.36,0.13,"Sitelinks, AI Overview, People also ask, Related searches"
キューピー 診断,Navigational,170,"0.01,0.01,0.55,1.00,0.24,0.12,0.01,0.01,0.01,0.01,0.01,0.01",26,0.00,0.33,"Sitelinks, Video, Related searches"
タバコ 銘柄 性格 診断,Informational,170,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.44,0.66,0.66,1.00",30,1.69,0.01,"Image, Image pack, Video, People also ask, Related searches"
テスト 心理,Informational,170,"0.81,0.81,1.00,1.00,0.81,0.81,0.67,0.67,0.67,0.81,0.81,0.67",17,0.23,0.08,"Sitelinks, AI Overview, Video, Video carousel, Related searches"
ヒロアカ 性格 診断,Informational,170,"0.65,0.81,0.42,0.54,0.81,1.00,0.65,0.42,0.35,0.42,0.54,0.42",7,0.00,0.33,"Video, Related searches"
ビッグ ファイブ タイプ,Informational,170,"0.29,0.29,0.29,1.00,0.24,0.15,0.12,0.12,0.15,0.12,0.15,0.12",20,0.30,0.10,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
ビッグ ファイブ テスト,Commercial,170,"0.65,0.54,0.54,1.00,0.54,0.35,0.54,0.42,0.27,0.54,0.54,0.54",15,0.24,0.33,"Video, People also ask, Related searches"
マイペース な 人 診断,Informational,170,"0.81,0.67,0.81,0.81,1.00,0.81,0.81,0.67,0.81,1.00,0.81,0.67",19,0.10,0.12,"Image pack, Video, People also ask, Related searches"
ユング 性格 診断,Informational,170,"0.65,0.54,0.42,0.65,0.81,0.81,0.81,0.65,0.42,0.81,1.00,0.54",13,0.28,0.15,"Sitelinks, Image pack, Video, People also ask, Related searches"
人 として 終わっ てる 診断,Informational,170,"1.00,1.00,1.00,1.00,0.82,0.82,0.82,0.82,0.82,0.65,0.82,0.82",7,0.27,0.06,"Sitelinks, People also ask, Related searches"
人 の 性質,Informational,170,"0.81,0.54,0.54,0.54,0.54,0.42,0.54,0.54,1.00,0.54,0.54,1.00",15,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
人 の 気持ち が わからない 人 診断,Informational,170,"0.67,1.00,1.00,0.81,1.00,0.67,0.67,0.67,0.67,0.43,0.43,0.52",15,0.24,0.13,"Video, People also ask, Related searches"
人格 占い,Informational,170,"0.81,0.81,1.00,0.81,0.67,0.67,0.81,0.67,0.81,0.81,0.81,0.52",17,0.15,0.15,"Reviews, Video, People also ask, Related searches"
人間 特殊 能力 テスト,Informational,170,"0.81,0.67,0.81,0.81,0.67,0.81,1.00,0.67,0.81,0.81,0.81,0.81",15,0.00,0.01,"Image pack, Video, People also ask, Related searches"
他人 の 性格 診断,Informational,170,"0.36,0.28,1.00,0.44,0.44,0.36,0.28,0.36,0.44,0.28,0.44,0.28",26,0.00,0.02,"Reviews, Video, Related searches"
出不精 診断,Navigational,170,"1.00,0.81,0.53,0.44,0.53,0.34,0.44,0.28,0.28,0.28,0.34,0.22",13,0.00,0.02,"People also ask, Related searches"
勉強 方法 診断,Commercial,170,"0.81,0.81,1.00,1.00,1.00,1.00,1.00,1.00,0.81,0.67,0.81,1.00",20,0.81,0.09,"Sitelinks, Video, Related searches"
占い 性格 無料,Informational,170,"0.44,0.34,0.44,0.44,0.34,1.00,0.53,1.00,0.81,0.44,0.81,0.44",17,0.13,0.22,"Sitelinks, People also ask, Related searches"
受験 受かる か 診断,Informational,170,"0.15,0.23,0.35,0.54,0.54,0.44,1.00,0.67,0.23,0.06,0.04,0.10",5,0.86,0.13,"Video, People also ask, Related searches"
名前 で 性格 診断,Informational,170,"0.81,0.54,1.00,0.65,0.81,0.65,0.54,0.54,0.54,0.65,0.81,0.65",21,0.00,0.02,"Sitelinks, AI Overview, Related searches"
変わっ てる 女 診断,Informational,170,"0.67,0.81,0.81,1.00,0.81,0.81,0.81,0.52,0.81,0.67,0.52,0.52",19,0.11,0.08,"Reviews, People also ask, Related searches"
天然 性格 診断,Informational,170,"0.54,0.35,0.54,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00",12,0.28,0.03,"Video, People also ask, Related searches"
女優 に なれる か 診断,Informational,170,"0.44,0.81,0.53,0.44,0.44,0.53,1.00,0.44,0.44,0.34,0.34,0.53",13,0.47,0.12,"Video, People also ask, Related searches"
就活 性格,Informational,170,"0.53,0.28,0.34,0.34,0.34,0.44,0.44,0.66,1.00,0.66,0.53,0.53",20,1.54,0.14,"Sitelinks, Reviews, Image pack, Video, People also ask, Related searches"
建築 家 性格 診断,Informational,170,"1.00,0.81,0.81,0.52,0.81,0.67,0.67,0.52,0.67,0.81,0.67,0.52",29,0.41,0.02,"Sitelinks, Image pack, Video, People also ask, Related searches"
強 さ 診断,Informational,170,"0.52,0.81,0.81,0.81,1.00,0.81,0.81,0.81,1.00,0.52,0.43,0.67",14,0.00,0.33,"Video, People also ask, Related searches"
心 の 綺麗 さ 診断,Informational,170,"0.66,0.44,0.44,0.44,0.44,0.44,0.44,0.34,0.66,0.66,0.66,1.00",12,0.00,0.02,"AI Overview, Related searches"
心理 テスト 中学生,Informational,170,"0.67,0.43,1.00,0.81,0.67,0.67,0.67,0.67,0.67,0.67,1.00,0.81",16,0.00,0.33,"Sitelinks, Image pack, Video, Related searches"
心理 テスト 当たる 性格,Informational,170,"0.44,1.00,0.67,0.15,0.15,0.10,0.12,0.12,0.07,0.10,0.15,0.07",21,0.00,0.02,"Sitelinks, AI Overview, Video, People also ask, Related searches"
性格 が わかる 心理 テスト,Informational,170,"0.81,1.00,0.81,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81",27,0.38,0.05,"Sitelinks, Video, Video carousel, People also ask, Related searches"
性格 上,Informational,170,"0.81,0.67,1.00,0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.67,0.81",21,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
性格 免許,Informational,170,"0.66,1.00,0.81,0.53,0.66,0.44,0.34,0.34,0.44,0.34,0.34,0.44",24,0.00,0.33,"Video, People also ask, Related searches"
性格 天然 診断,Informational,170,"0.54,0.35,0.54,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00",15,0.28,0.03,"Video, People also ask, Related searches"
性格 特性 検査,Informational,170,"0.81,0.53,1.00,0.44,0.34,0.34,0.44,0.28,0.22,0.44,0.53,0.53",26,0.55,0.36,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads top, Ads middle"
性格 表,Informational,170,"0.65,0.65,0.81,1.00,0.54,0.54,0.54,0.65,1.00,0.81,0.81,0.65",31,0.00,0.33,"Reviews, Image pack, Video, People also ask, Related searches"
性格 診断 4 タイプ,Informational,170,"0.81,0.81,0.81,1.00,0.81,0.81,0.67,0.67,0.52,0.81,0.67,0.67",3,0.58,0.03,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
性格 診断 ai,Informational,170,"0.28,0.36,0.23,0.23,0.18,0.67,1.00,0.67,0.54,0.54,0.44,0.54",16,0.46,0.08,"Video, People also ask, Related searches"
性格 診断 enfj,Informational,170,"1.00,1.00,1.00,0.81,0.81,0.67,0.67,0.67,0.81,0.81,0.67,0.67",19,0.24,0.11,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
性格 診断 intj,Informational,170,"0.81,1.00,0.81,0.67,0.67,1.00,0.81,0.67,0.81,0.67,0.81,0.67",18,0.42,0.10,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
性格 診断 企業,Informational,170,"1.00,0.67,1.00,1.00,1.00,0.67,0.81,0.67,1.00,1.00,1.00,1.00",22,2.02,0.39,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads bottom"
性格 診断 当たる 生年 月 日,Informational,170,"0.81,0.81,1.00,0.81,0.81,0.52,0.81,0.67,0.43,0.52,0.81,0.52",20,0.06,0.21,"Sitelinks, Reviews, Video, People also ask, Related searches"
性格 診断 生年 月 日 恋愛,Informational,170,"0.81,0.44,0.44,0.53,0.22,0.06,0.12,0.16,0.53,0.66,1.00,1.00",12,0.04,0.13,"Sitelinks, Related searches"
恋愛 性格 診断 生年 月 日,Informational,170,"0.81,0.44,0.44,0.53,0.22,0.06,0.12,0.16,0.53,0.66,1.00,1.00",14,0.05,0.15,"Sitelinks, Related searches"
楽器 性格 診断,Informational,170,"0.66,0.81,0.44,0.53,0.66,0.53,0.44,0.44,0.53,1.00,0.44,0.53",13,0.00,0.33,"Video, People also ask, Related searches"
深層 心理 診断,Informational,170,"0.15,0.15,0.23,0.19,0.23,1.00,0.44,0.29,0.44,0.35,0.44,0.23",16,0.40,0.06,"Video, People also ask, Related searches"
無料 占い 性格,Informational,170,"1.00,0.67,0.81,1.00,0.81,1.00,0.81,1.00,0.81,0.67,0.67,0.52",12,0.12,0.21,"Sitelinks, Video, Related searches"
無能 診断,Informational,170,"1.00,1.00,0.81,1.00,0.81,0.67,0.81,0.52,0.67,0.67,0.67,0.52",19,0.62,0.08,"Sitelinks, Video, People also ask, Related searches"
猫 肉 球 性格 診断,Informational,170,"0.36,0.55,1.00,0.10,0.01,0.01,0.01,0.05,0.03,0.19,0.08,0.01",15,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, Related searches"
生きる の が 下手 診断,Informational,170,"1.00,0.81,0.81,0.81,1.00,0.81,0.65,0.65,0.04,0.12,0.42,0.54",11,0.10,0.22,"People also ask, Related searches"
痛い 人 診断,Informational,170,"1.00,1.00,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.54,0.54,0.54",10,0.00,0.01,"Sitelinks, AI Overview, Related searches"
真面目 度 診断,Informational,170,"0.65,0.65,0.65,0.81,0.65,0.54,0.65,0.54,0.54,0.54,1.00,0.65",12,0.00,0.02,"People also ask, Related searches"
私だけのハチュピン診断,Informational,170,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",21,0.00,0.00,Video
絵文字 診断,Informational,170,"0.81,0.67,0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.67,1.00,1.00",12,0.00,0.33,"Video, People also ask, Related searches"
自信 を 測定 する 性格 診断,Navigational,170,"0.12,0.15,0.24,0.36,0.19,0.44,0.44,0.36,0.66,0.44,1.00,0.44",9,0.47,0.04,Related searches
自分 が わからない 心理 テスト,Informational,170,"1.00,0.54,0.36,0.36,0.36,0.28,0.28,0.28,0.28,0.18,0.36,0.18",15,0.11,0.44,"Video, People also ask, Related searches, Ads bottom"
自分 に 厳しい 診断,Informational,170,"1.00,0.82,1.00,1.00,1.00,0.82,1.00,1.00,1.00,0.82,0.82,0.65",11,0.15,0.14,"Video, Related searches"
自分 の 悪い ところ 診断,Informational,170,"0.81,0.65,0.65,0.65,0.65,0.35,0.54,0.42,0.42,0.54,1.00,0.65",11,0.09,0.23,"Video, Related searches"
自分 の 雰囲気 診断,Informational,170,"0.44,1.00,0.44,0.44,0.44,0.28,0.36,0.28,0.28,0.36,0.28,0.28",19,0.25,0.04,"Video, People also ask, Related searches"
自己 愛 診断,Informational,170,"0.21,0.17,0.17,0.17,0.14,0.14,0.14,0.14,0.17,0.17,0.17,1.00",17,0.27,0.06,"Sitelinks, Related searches"
診断 する,Informational,170,"0.81,0.54,0.65,0.65,0.65,0.65,0.65,1.00,0.54,0.54,0.65,0.65",28,0.00,0.33,"AI Overview, People also ask, Related searches"
