Keyword,Intent,Relevance,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
dating types,Informational,39,50,"0.00,0.33,0.55,1.00,0.45,0.33,0.55,0.79,0.55,0.55,0.45,0.33",25,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
dating vs dating exclusively,Informational,44,50,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.78,0.78",27,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
dec signs,Informational,34,50,"0.14,0.14,0.14,0.78,0.14,0.14,0.14,1.00,0.78,0.14,0.14,0.14",10,0.00,0.02,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
december aries,Informational,35,50,"0.41,0.11,0.11,0.11,0.17,0.11,1.00,0.82,0.11,0.11,0.11,0.11",31,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
definition of liking someone romantically,Informational,42,50,"0.55,0.55,0.55,0.44,0.44,0.55,0.55,0.33,0.55,0.33,1.00,0.33",20,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
descubre tu amor,Informational,44,50,"1.00,0.06,0.17,0.06,0.06,1.00,1.00,0.17,1.00,1.00,0.17,0.17",14,6.72,0.19,"Sitelinks, Video, Video carousel, People also ask, Related searches"
difficulty maintaining relationships,Informational,37,50,"0.44,0.63,1.00,0.63,1.00,0.37,0.27,0.27,0.27,0.27,0.17,0.17",15,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
do animals have zodiac signs,Informational,36,50,"0.62,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,0.17,0.17",30,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
do aquarius and scorpio match,Informational,41,50,"0.17,0.17,0.17,0.17,0.17,0.63,0.63,0.17,1.00,0.17,1.00,1.00",23,0.00,0.02,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
do aries and virgo go together,Informational,42,50,"1.00,1.00,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",28,0.00,0.03,"Sitelinks, AI Overview, Video, Short videos, People also ask, Discussions and forums, Related searches"
do cancer and taurus get along,Informational,40,50,"0.18,1.00,0.52,0.14,0.02,0.02,0.02,0.02,0.02,0.07,0.02,0.07",31,0.02,0.02,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches"
do cancers and leos make a good couple,Informational,44,50,"0.48,0.00,0.35,0.00,0.04,0.48,0.48,0.04,1.00,0.26,0.13,0.13",18,0.02,0.03,"Sitelinks, AI Overview, Video, Short videos, People also ask, Discussions and forums, Related searches"
do capricorns fall in love easily,Informational,35,50,"0.64,0.64,0.45,0.18,0.64,0.18,1.00,0.36,0.18,0.18,0.36,0.45",21,0.00,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
do fire signs get along,Informational,41,50,"0.71,1.00,0.29,0.29,1.00,0.29,1.00,1.00,0.71,0.71,0.71,0.57",20,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
do gemini and taurus make a good couple,Informational,44,50,"1.00,1.00,0.56,0.78,0.78,0.78,0.56,0.44,0.56,0.44,0.56,0.22",22,0.00,0.01,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
do leo and capricorn match,Informational,43,50,"0.18,0.18,0.27,0.18,1.00,0.18,0.18,0.45,1.00,1.00,0.63,0.18",21,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches"
do leos and cancers go together,Informational,40,50,"0.17,1.00,1.00,1.00,0.17,0.17,0.17,0.17,0.17,0.17,1.00,0.17",26,0.00,0.01,"Sitelinks, AI Overview, People also ask, Discussions and forums, Related searches"
do leos and capricorns match,Informational,43,50,"0.18,0.18,0.27,0.18,1.00,0.18,0.18,0.45,1.00,1.00,0.63,0.18",25,0.00,0.33,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches"
do libras get along with other libras,Informational,39,50,"1.00,1.00,0.71,1.00,1.00,1.00,0.29,0.29,0.29,0.29,0.29,0.29",25,0.00,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
do opposites attract in a relationship,Informational,47,50,"0.17,0.08,0.45,0.17,0.17,0.81,0.81,0.64,0.36,0.64,1.00,0.64",18,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
do pisces and taurus go together,Informational,44,50,"1.00,0.17,0.17,1.00,0.17,1.00,1.00,0.17,0.17,0.17,0.17,0.17",17,0.00,0.02,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
do scorpio and pisces get along,Informational,44,50,"0.43,0.18,0.61,0.00,0.00,0.82,0.07,0.07,0.18,0.82,1.00,0.36",18,0.02,0.04,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
do scorpios and leo get along,Informational,43,50,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",19,0.02,0.03,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
do some people never find love,Informational,36,50,"1.00,1.00,0.11,0.00,0.00,0.78,0.11,0.00,0.78,0.00,0.11,0.22",12,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
do taurus and gemini make a good couple,Informational,41,50,"1.00,1.00,1.00,1.00,1.00,1.00,0.71,0.57,0.71,0.57,0.71,0.29",20,0.00,0.01,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
do taurus and pisces go together,Informational,41,50,"1.00,0.18,0.18,1.00,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18",16,0.00,0.02,"Sitelinks, AI Overview, Video, People also ask, Related searches"
do virgo and aries make a good couple,Informational,48,50,"0.17,1.00,0.17,0.45,0.17,0.17,0.17,0.17,1.00,0.17,0.17,1.00",21,0.02,0.06,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
does air and earth signs get along,Informational,46,50,"0.22,0.22,0.22,0.22,0.77,0.77,1.00,1.00,0.77,0.77,0.77,0.77",32,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
does cancer and gemini go together,Informational,43,50,"0.00,1.00,0.35,0.00,0.00,0.00,0.64,0.00,0.64,0.50,0.50,0.50",23,0.00,0.03,"Sitelinks, AI Overview, People also ask, Discussions and forums, Related searches"
does capricorn and aquarius get along,Informational,44,50,"0.03,0.00,0.00,0.15,0.09,0.21,1.00,0.00,0.06,0.34,0.03,0.00",21,0.02,0.03,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
does dating mean you're in a relationship,Informational,44,50,"0.07,0.07,0.07,0.07,0.07,0.14,1.00,1.00,0.14,0.14,0.14,0.14",28,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
does gemini and taurus make a good couple,Informational,44,50,"1.00,0.00,0.71,0.71,1.00,0.00,0.71,0.57,0.71,0.57,0.71,0.29",27,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
does gemini and virgo match,Informational,45,50,"0.79,1.00,0.33,0.79,0.00,1.00,0.55,0.55,0.79,0.55,0.79,0.55",17,0.00,0.02,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
does my boyfriend still love me quiz,Informational,32,50,"1.00,0.70,1.00,0.70,0.70,1.00,0.70,0.70,0.27,0.27,0.27,0.70",18,0.90,0.12,"Video, People also ask, Related searches"
does opposites attract in a relationship,Informational,47,50,"0.13,0.13,0.49,0.49,0.49,0.79,0.79,0.49,0.79,0.49,1.00,0.79",18,0.00,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
does scorpios and leos get along,"Informational, Transactional",43,50,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",23,0.02,0.03,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
does twin flames end up together,Informational,39,50,"0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00",21,0.27,0.03,"Sitelinks, AI Overview, Video, People also ask, Related searches"
does virgo and capricorn get along,Informational,44,50,"0.09,0.09,0.24,0.19,0.24,0.19,0.14,0.19,1.00,0.43,0.04,0.04",16,0.02,0.03,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
does your partner know you quiz,Informational,40,50,"1.00,1.00,0.58,1.00,1.00,1.00,1.00,0.70,1.00,1.00,0.27,0.27",27,0.21,0.15,"Video, Discussions and forums, Related searches"
dog and ox,Informational,32,50,"1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,1.00,0.17,0.17",7,0.00,0.33,"AI Overview, People also ask, Related searches"
dog and pig compatibility chinese zodiac,Informational,40,50,"0.00,0.00,0.21,0.35,0.50,0.00,0.07,0.78,1.00,0.00,0.50,0.50",11,0.00,0.00,"AI Overview, Reviews, Video, People also ask, Related searches"
dog astrology chart,Informational,34,50,"0.28,0.13,0.21,0.28,0.13,0.13,0.13,1.00,0.78,0.78,0.13,0.13",14,0.10,0.18,"Sitelinks, AI Overview, Image pack, Video, Related searches"
don't look for love let it find you,Informational,43,50,"0.02,0.02,0.02,0.02,0.02,1.00,0.02,0.05,0.02,0.02,0.02,0.02",18,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
double cancer zodiac,Informational,44,50,"0.77,0.77,1.00,0.77,0.55,0.55,0.55,0.55,0.77,0.55,0.55,0.55",15,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
dr arthur aron 36 questions pdf,Informational,44,50,"1.00,0.17,0.17,0.64,0.45,0.64,0.64,0.45,0.45,0.64,0.45,0.17",14,0.00,0.02,"AI Overview, Reviews, People also ask, Related searches"
dr katy jane vedic astrology,Navigational,44,50,"0.05,0.05,0.00,0.05,0.05,0.05,0.05,0.05,1.00,0.10,0.05,0.05",18,0.00,0.09,"Sitelinks, Reviews, Video, Video carousel, People also ask, Related searches"
dragon 1988 chinese zodiac,Informational,33,50,"0.28,0.28,0.35,0.21,0.28,0.35,0.35,0.50,0.78,1.00,0.14,0.14",28,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
dragon 2025 horoscope,Informational,34,50,"0.63,1.00,0.63,0.47,0.26,0.32,0.21,0.26,0.21,0.11,0.11,0.00",20,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
dragon and dog,Informational,30,50,"0.00,0.35,0.64,0.28,0.50,0.35,0.28,0.35,0.35,0.50,0.35,1.00",15,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
dragon chinese zodiac enemy,Informational,30,50,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.78,0.78,0.14,0.14",30,0.00,0.33,"AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches"
dragon husband and horse wife compatibility,Informational,45,50,"0.11,0.41,0.11,0.11,0.29,0.11,0.52,1.00,0.11,0.17,0.11,0.11",3,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
dragon to chinese,Informational,28,50,"0.50,0.35,0.28,0.35,0.14,0.14,0.78,1.00,0.14,0.78,0.14,0.14",27,0.00,0.03,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
dragon with dragon,Informational,29,50,"0.63,0.45,0.63,0.45,0.18,0.63,0.63,0.27,0.63,0.63,1.00,0.18",23,0.00,0.03,"Sitelinks, AI Overview, Video, People also ask, Related searches, Things to know"
early relationship phase when everything is blissful,Informational,45,50,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.08,0.04,0.04",6,0.00,0.05,"Reviews, Video, Related searches"
early stage relationship new relationship quotes,Informational,45,50,"1.00,1.00,0.71,1.00,1.00,1.00,0.00,0.71,0.71,1.00,1.00,1.00",12,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask"
earth and fire compatibility,Informational,40,50,"0.37,0.37,0.26,0.37,0.37,0.11,0.11,0.79,1.00,0.11,0.11,0.11",18,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
earth dragon 1988 woman,Informational,31,50,"0.61,0.43,0.25,0.25,0.61,0.36,0.36,0.43,1.00,1.00,0.18,0.18",24,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image, Video, People also ask, Related searches"
earth fire compatibility,Informational,46,50,"0.50,0.50,0.07,0.50,0.50,0.14,0.14,1.00,0.78,0.14,0.14,0.14",21,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
earth sign and fire sign compatibility,Informational,41,50,"1.00,1.00,0.28,1.00,0.28,0.28,0.28,0.70,1.00,0.28,0.70,0.70",20,0.00,0.01,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
east point astrology calculator,Informational,44,50,"0.07,0.07,0.07,1.00,0.26,0.11,0.07,0.07,0.07,0.07,0.07,0.07",24,0.00,0.33,"AI Overview, Reviews, People also ask, Related searches"
eastern western horoscope,Informational,38,50,"1.00,1.00,0.52,0.52,1.00,0.22,0.52,0.43,0.52,0.30,0.74,0.74",34,0.00,0.02,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
emotional incompatibility,Informational,48,50,"0.14,0.14,0.14,0.14,0.78,0.14,0.78,1.00,0.78,0.78,0.78,0.14",8,0.00,0.03,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
enemy sign of monkey,Informational,29,50,"0.49,0.49,0.49,0.49,0.13,0.13,0.13,1.00,0.79,0.13,0.13,0.13",23,0.00,0.33,"AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
enemy sign of ox,Informational,29,50,"0.45,1.00,0.18,0.18,0.27,0.18,0.18,0.18,1.00,0.18,0.18,0.18",33,0.00,0.33,"AI Overview, Reviews, Video, People also ask, Related searches"
enemy sign of the goat,Informational,30,50,"0.35,0.35,0.28,0.13,0.13,0.13,0.13,1.00,0.78,0.13,0.21,0.13",28,0.00,0.33,"AI Overview, Image pack, Video, Short videos, People also ask, Related searches"
escorpio cancer amor,Informational,32,50,"1.00,0.63,0.63,0.63,0.45,0.18,0.18,0.18,1.00,0.18,0.18,0.18",13,0.00,0.01,"Video, Video carousel, Related searches"
escorpio con que signo es compatible,Informational,38,50,"0.14,0.17,0.17,0.00,0.03,0.79,0.00,1.00,0.00,0.03,0.03,0.03",16,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
facts about taurus women,Informational,40,50,"1.00,0.73,0.73,0.73,0.58,0.42,0.73,0.42,0.73,0.58,0.73,0.73",32,0.02,0.08,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
feb 12 zodiac personality,Informational,39,50,"1.00,1.00,0.56,0.71,1.00,1.00,1.00,0.71,1.00,1.00,0.27,0.27",27,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
feb 22 horoscope sign,Informational,35,50,"0.64,0.64,0.45,0.18,0.18,0.18,0.64,0.64,0.82,1.00,0.18,0.18",25,0.00,0.33,"Featured snippet, Sitelinks, Video, People also ask, Related searches"
february birth month symbols,Informational,32,50,"0.45,0.45,0.63,0.27,0.36,0.27,0.18,0.18,0.45,1.00,0.36,0.27",18,0.00,0.33,"Sitelinks, AI Overview, Image, Video, People also ask"
female leo male scorpio,Informational,42,50,"0.48,1.00,0.13,0.00,0.00,0.04,0.65,0.00,0.48,0.48,0.65,0.04",18,0.02,0.08,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
figuring out my relationship type,Informational,43,50,"0.14,0.14,0.14,0.14,0.14,0.14,0.78,1.00,0.78,0.14,0.14,0.14",19,0.00,0.01,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
finding a mate,Informational,38,50,"1.00,0.64,0.64,0.27,1.00,0.17,0.64,0.08,0.64,0.00,0.17,0.17",25,3.15,0.06,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
fire and air sign compatibility,Informational,42,50,"0.04,1.00,0.54,0.18,0.29,0.64,0.21,0.18,0.11,0.00,0.04,0.11",28,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
fire and earth element compatibility,Informational,46,50,"0.50,0.50,0.35,0.50,0.50,0.14,0.14,1.00,0.78,0.14,0.14,0.14",9,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
fire horse compatibility,"Informational, Commercial",45,50,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.82,1.00,0.64,0.64,0.11",17,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
fire signs aries leo sagittarius,Informational,45,50,"0.27,1.00,0.18,0.18,1.00,1.00,0.18,0.18,0.81,0.63,0.36,0.18",30,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
fire tiger chinese,Informational,31,50,"0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.18",6,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
first second third love theory,Informational,32,50,"0.35,1.00,0.14,0.50,0.14,0.50,0.14,0.14,0.50,0.14,0.35,0.21",22,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches, Things to know"
flames love calculator,Informational,35,50,"0.37,0.17,0.17,0.27,0.37,0.63,0.44,0.63,0.17,1.00,0.63,0.08",16,0.00,0.33,"Sitelinks, Reviews, Video, Related searches"
follow through commitment,Informational,30,50,"1.00,0.79,0.56,0.79,0.79,0.56,0.21,0.21,0.21,0.21,0.21,0.21",0,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
follow through on commitments,Informational,29,50,"1.00,0.64,0.45,0.64,0.64,0.45,0.17,0.17,0.17,0.17,0.17,0.17",0,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches"
follow through with commitments,Informational,29,50,"1.00,0.79,0.56,0.79,0.79,0.56,0.21,0.21,0.21,0.21,0.21,0.21",2,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
free astro compatibility chart,Commercial,50,50,"0.70,1.00,0.70,0.12,0.27,0.12,0.12,0.58,0.70,0.27,0.42,0.58",33,0.45,0.25,"Sitelinks, Video, Related searches"
free astrology compatibility reading,Informational,47,50,"0.07,0.07,0.11,0.42,0.07,0.07,0.07,0.07,1.00,0.15,0.15,0.26",34,1.05,0.19,"Sitelinks, Reviews, Video, Related searches"
free horoscope compatibility,Informational,51,50,"1.00,0.79,0.79,0.55,0.45,0.79,0.55,0.45,0.55,0.21,0.33,0.33",32,0.83,0.36,"Sitelinks, AI Overview, Reviews, Video, Related searches"
free horoscope in telugu,Informational,34,50,"1.00,0.56,0.44,0.78,1.00,1.00,0.56,0.44,0.44,0.33,0.44,0.78",15,0.42,0.09,"AI Overview, Reviews, Video, People also ask, Related searches"
free nadi astrology prediction by date of birth,Informational,33,50,"0.55,0.78,0.78,0.55,0.44,0.55,0.55,0.78,1.00,0.44,0.22,0.22",11,0.75,0.32,"Sitelinks, AI Overview, Video, People also ask, Related searches"
free soulmate calculator,Informational,43,50,"0.45,0.64,0.64,0.45,0.27,0.36,0.17,0.17,0.17,0.17,1.00,0.17",26,0.81,0.21,"Sitelinks, Video, Related searches"
free synastry chart with interpretation,Informational,40,50,"0.64,0.23,0.41,0.29,0.23,0.17,0.29,0.17,0.29,0.00,0.23,1.00",30,0.49,0.12,"Sitelinks, Video, Related searches"
free synastry reading,Commercial,39,50,"0.07,0.07,0.07,0.42,0.07,0.07,0.07,0.07,1.00,0.15,0.15,0.26",23,0.66,0.15,"Sitelinks, Video, Related searches"
friend compatibility birth chart,Informational,47,50,"1.00,1.00,1.00,0.70,1.00,0.56,0.56,0.56,0.70,0.28,0.28,0.28",34,0.00,0.33,"Sitelinks, Video, People also ask, Related searches"
friendship astrology compatibility,Informational,48,50,"0.56,0.44,0.22,0.11,0.56,0.11,0.11,0.11,0.22,0.22,0.11,1.00",22,0.98,0.00,"Sitelinks, Video, Discussions and forums, Related searches"
friendship click,Informational,35,50,"1.00,1.00,1.00,0.70,0.56,1.00,1.00,0.70,1.00,0.28,0.28,0.28",27,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
friendship compatibility questions,Informational,45,50,"0.05,0.05,0.05,0.05,0.05,1.00,0.05,0.00,0.05,0.05,0.05,0.05",31,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask"
fun tests to take with partner,Informational,44,50,"0.57,0.29,0.71,0.43,0.57,0.57,1.00,1.00,1.00,0.71,0.43,0.71",23,0.60,0.12,"Sitelinks, AI Overview, Video, People also ask, Related searches"
gemini & sagittarius romantic compatibility,Informational,45,50,"0.79,0.79,0.14,0.14,0.14,0.29,0.79,1.00,0.14,0.14,0.14,0.14",25,0.13,0.06,"AI Overview, People also ask, Related searches"
gemini & scorpio romantic compatibility,Informational,43,50,"1.00,1.00,1.00,0.18,0.18,0.18,0.63,0.18,0.45,0.18,0.36,0.18",18,0.01,0.09,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
gemini & virgo romantic compatibility,Informational,44,50,"0.76,0.56,0.56,0.56,0.56,0.56,0.56,1.00,0.56,0.76,0.76,0.21",20,0.03,0.02,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
gemini and cancer compatibility friendship,Informational,41,50,"1.00,1.00,0.18,0.18,0.44,0.62,0.18,0.62,0.44,0.35,0.62,0.18",13,0.00,0.01,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches"
gemini and leo compatible,Informational,44,50,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",19,0.03,0.01,"AI Overview, Reviews, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches"
gemini and leo fight,Informational,33,50,"1.00,1.00,1.00,1.00,0.71,0.71,0.71,0.71,0.71,0.29,0.29,0.29",26,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask"
gemini and saggitarius,Informational,43,50,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00",23,0.02,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
gemini and sagittarius marriage,Informational,42,50,"1.00,1.00,0.71,1.00,1.00,1.00,1.00,0.29,0.29,0.29,0.29,0.29",15,0.00,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
gemini and scorpio compatibility sexually,Informational,44,50,"0.00,0.00,0.11,0.00,0.00,0.00,1.00,0.00,0.64,0.41,0.52,0.41",22,0.00,0.33,"AI Overview, Reviews, Video, People also ask, Related searches"
gemini and scorpio in bed,Informational,37,50,"0.63,0.13,0.63,1.00,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13",24,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches"
gemini and scorpio love,Informational,39,50,"1.00,0.79,0.55,0.79,0.79,0.79,0.33,0.55,0.79,0.00,0.21,0.21",19,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches"
gemini and scorpio marriage,Informational,43,50,"0.64,1.00,0.36,0.64,0.64,0.82,0.45,0.45,0.36,0.27,0.18,0.18",22,0.00,0.01,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
gemini and scorpio marriage compatibility,Informational,44,50,"0.14,0.14,0.14,0.14,0.50,0.35,0.14,1.00,0.78,0.78,0.14,0.14",21,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
gemini best zodiac match,Commercial,41,50,"0.55,0.00,0.79,1.00,1.00,0.21,0.10,1.00,0.55,0.79,0.79,0.79",23,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
gemini cancer cusp soulmate,Informational,47,50,"1.00,1.00,1.00,0.70,0.56,1.00,1.00,1.00,1.00,0.28,0.28,0.28",20,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
gemini compatibility with other signs,"Informational, Commercial",48,50,"0.65,0.35,1.00,0.35,0.28,0.21,0.35,0.35,0.14,0.14,0.14,0.14",28,0.00,0.03,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
gemini gemini dating,Informational,40,50,"1.00,1.00,0.00,0.65,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00",23,0.02,0.04,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
gemini horoscope sexscope,Informational,40,50,"0.82,1.00,0.36,0.64,0.00,0.00,0.00,0.00,0.64,0.36,0.64,0.64",17,0.00,0.01,"AI Overview, Video"
gemini leo sex,Informational,39,50,"0.55,0.55,0.55,0.78,0.22,0.78,1.00,0.78,0.55,0.55,0.78,0.78",12,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask"
gemini love virgo,Informational,37,50,"1.00,1.00,0.71,0.71,0.71,0.71,0.71,0.00,0.29,0.29,0.29,0.29",23,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
gemini male leo female,Informational,41,50,"0.73,1.00,0.73,0.73,0.58,1.00,1.00,0.73,0.58,0.42,0.27,0.27",15,0.00,0.05,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
gemini man and leo woman sex,Informational,39,50,"1.00,0.50,0.14,0.14,0.50,0.50,0.35,0.21,0.21,0.14,0.14,0.21",14,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
gemini man and leo woman sexually,Informational,37,50,"1.00,1.00,0.07,0.20,0.47,0.47,0.33,0.20,0.20,0.13,0.13,0.20",17,0.00,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
gemini man in bed with virgo woman,Informational,37,50,"1.00,1.00,0.35,0.50,0.29,0.21,0.29,0.14,0.21,0.14,0.14,0.14",16,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
gemini man virgo woman in bed,Informational,39,50,"1.00,1.00,0.36,0.49,0.28,0.21,0.28,0.13,0.21,0.13,0.13,0.13",34,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
gemini matches best with,Commercial,43,50,"1.00,0.61,0.25,0.25,0.36,0.61,0.36,0.18,0.18,0.18,0.43,0.43",17,0.00,0.02,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
gemini most compatible signs love,"Informational, Commercial",41,50,"0.40,0.80,1.00,0.60,0.80,1.00,0.80,1.00,0.40,0.40,0.40,0.40",28,0.01,0.04,"Sitelinks, AI Overview, Video, People also ask, Related searches"
gemini perfect partner,Commercial,39,50,"1.00,1.00,1.00,1.00,0.71,0.71,1.00,0.29,0.29,0.29,0.29,0.29",21,0.03,0.05,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
