Keyword,Intent,Relevance,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
enneagram ashton,Commercial,56,40,"0.50,0.50,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",5,0.00,0.03,"Sitelinks, Image, Image pack, Video, People also ask, Related searches"
enneagram childhood messages,Informational,51,40,"1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17",0,0.00,0.33,"Sitelinks, Image pack, Video, Related searches"
enneagram childhood wound,Informational,49,40,"0.80,0.60,0.80,0.80,0.80,0.80,1.00,1.00,0.60,0.00,0.60,0.80",12,0.00,0.33,"Sitelinks, AI Overview, Image, Video, Related searches"
enneagram consultant,Informational,48,40,"1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",3,0.00,0.26,"Sitelinks, Video, Video carousel, People also ask, Knowledge panel, Ads bottom"
enneagram fixations,Informational,56,40,"0.22,0.33,0.22,0.56,0.33,0.33,0.56,1.00,0.22,0.33,1.00,0.22",12,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Related searches"
enneagram for business,Informational,53,40,"0.27,0.45,0.36,0.27,0.36,0.18,0.18,0.18,0.18,0.09,1.00,0.18",15,4.12,0.08,"Image pack, Video, Video carousel, People also ask, Related searches"
enneagram for kids,Informational,59,40,"0.50,0.00,0.50,0.00,0.00,0.50,1.00,1.00,0.00,0.00,0.00,0.00",6,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
enneagram for teens,Informational,56,40,"0.50,0.00,0.50,1.00,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50",1,0.86,0.83,"AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches, Ads bottom"
enneagram from a christian perspective,Informational,49,40,"0.36,0.00,0.63,0.45,0.45,0.36,0.45,0.27,0.00,0.45,1.00,1.00",8,0.19,0.62,"Sitelinks, AI Overview, Video, Video carousel, Related searches"
enneagram fruit personality test,Informational,48,40,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",8,0.00,0.05,"AI Overview, Image pack, Video, People also ask, Related searches"
enneagram groups,Informational,61,40,"0.35,0.28,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14",6,0.00,0.02,"Featured snippet, Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches"
enneagram head heart gut,Informational,61,40,"0.11,0.11,0.65,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.65",11,0.00,0.33,"Sitelinks, AI Overview, Video, Discussions and forums, Related searches"
enneagram heart triad,Informational,53,40,"0.11,0.11,0.11,0.17,0.11,0.11,0.11,0.11,0.64,0.11,0.64,1.00",4,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, Short videos, People also ask, Related searches"
enneagram holy ideas,Informational,46,40,"0.27,0.71,0.27,1.00,1.00,0.27,0.71,0.41,0.71,0.41,0.71,0.56",15,0.06,0.10,"Sitelinks, Image, Video, Video carousel, Knowledge panel, Related searches"
enneagram hudson riso,Informational,46,40,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",32,1.00,0.50,"Sitelinks, Video, Video carousel"
enneagram iconoclast,Informational,53,40,"1.00,1.00,0.41,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29",20,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
enneagram infp,Informational,59,40,"0.80,1.00,1.00,1.00,1.00,1.00,0.80,0.60,0.60,0.40,1.00,1.00",5,0.80,0.14,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
enneagram instinct test,Informational,63,40,"0.27,0.27,0.27,0.17,0.27,0.45,0.27,0.27,0.17,1.00,0.36,0.17",25,0.66,0.25,"Sitelinks, Reviews, Video, Discussions and forums, Related searches"
enneagram login,"Navigational, Transactional",59,40,"1.00,0.80,0.80,1.00,0.60,0.60,0.60,0.60,0.80,0.60,0.60,0.60",20,0.00,0.10,"Reviews, Related searches"
enneagram meme,Informational,50,40,"0.57,0.57,1.00,0.57,1.00,0.57,0.71,0.57,0.71,0.14,0.71,0.29",23,0.00,0.33,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches"
enneagram minnesota,Navigational,52,40,"0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11",14,0.00,0.02,"Sitelinks, Video, People also ask, Related searches"
enneagram practitioner,Informational,50,40,"0.44,1.00,0.56,0.78,0.78,0.33,0.33,0.22,0.22,0.22,0.22,0.22",29,0.00,0.06,"AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
enneagram professional,Informational,64,40,"0.50,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",31,0.70,0.05,"AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
enneagram rare,Informational,55,40,"0.71,1.00,0.57,1.00,1.00,0.29,0.29,0.29,0.29,0.29,0.29,0.29",18,0.00,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
enneagram rarest,Informational,53,40,"0.71,1.00,1.00,1.00,1.00,0.29,0.29,0.29,0.29,0.29,0.29,0.29",15,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
enneagram rarity,Informational,53,40,"0.56,0.78,1.00,0.78,0.78,0.22,0.22,0.22,0.22,0.22,0.22,0.22",20,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask"
enneagram relationship,Informational,59,40,"0.60,0.80,1.00,1.00,0.80,0.60,1.00,1.00,0.40,0.00,0.20,0.00",12,0.00,0.06,"AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Ads bottom"
enneagram subtypes descriptions,Informational,44,40,"0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.23,0.11,0.11,0.11,0.11",20,0.00,0.03,"Sitelinks, Reviews, Video, Video carousel, Related searches"
enneagram teachers,Informational,54,40,"0.14,0.14,0.21,0.50,1.00,0.35,0.21,0.14,0.21,0.28,0.35,0.14",20,0.00,0.03,"AI Overview, Video, Video carousel, People also ask, Related searches"
enneagram team building activities,Informational,49,40,"0.73,0.73,0.42,1.00,0.42,0.27,0.27,0.27,0.73,0.42,0.42,0.42",1,0.00,0.10,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches"
enneagram test type 4,Informational,62,40,"0.67,0.50,0.67,0.67,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17",23,0.42,0.13,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
enneagram the loyalist,Informational,58,40,"0.83,0.42,1.00,1.00,1.00,1.00,1.00,1.00,0.42,0.17,0.42,0.17",17,0.63,0.04,"AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
enneagram the peacemaker,Informational,59,40,"0.00,0.00,0.05,0.05,0.11,0.05,0.11,0.05,1.00,0.00,0.05,0.05",12,0.46,0.08,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
enneagram the reformer,Informational,56,40,"0.36,0.36,0.45,0.81,0.45,0.36,1.00,0.27,0.17,0.08,0.17,0.08",11,0.63,0.03,"Sitelinks, Image pack, Video, People also ask, Related searches"
enneagram training certification,Informational,51,40,"0.41,0.41,1.00,1.00,0.41,0.27,0.27,0.41,0.56,0.41,0.41,0.27",16,2.37,0.24,"AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
enneagram triads explained,Informational,62,40,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,1.00,0.53",15,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
enneagram twos,Informational,54,40,"1.00,0.18,0.39,0.00,0.04,0.04,0.18,0.18,0.29,0.00,0.21,0.39",30,0.82,0.02,"AI Overview, Image pack, Video, People also ask, Related searches"
enneagram type 2 famous people,Informational,65,40,"0.21,0.21,0.21,0.76,0.44,0.32,0.21,0.32,1.00,0.32,0.32,0.21",15,0.00,0.33,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches"
enneagram type 3 description,Informational,67,40,"0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",25,0.00,0.03,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
enneagram type 3w2,Informational,64,40,"0.18,0.18,1.00,0.18,0.18,0.27,0.18,0.18,0.18,0.18,0.18,0.18",25,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches, Ads middle"
enneagram type 4 jobs,"Informational, Commercial",53,40,"0.56,0.78,0.56,0.22,0.22,0.22,0.22,0.22,0.22,0.78,1.00,0.22",11,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
enneagram type 5 characters,Informational,62,40,"0.18,0.18,1.00,0.45,0.36,0.27,0.18,0.18,0.27,0.18,0.27,0.36",13,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
enneagram type 5w6,Informational,62,40,"0.18,0.18,0.18,0.18,0.62,0.44,0.62,0.18,1.00,0.18,0.18,0.18",20,0.00,0.02,"Sitelinks, AI Overview, Image, Image pack, Video, Short videos, People also ask, Discussions and forums, Related searches"
enneagram type 6 characters,Informational,54,40,"0.18,0.36,1.00,0.45,0.36,0.18,0.18,0.27,0.36,0.27,0.27,0.36",19,0.00,0.33,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches"
enneagram type 6 famous people,Informational,62,40,"0.18,0.18,0.18,0.63,0.45,0.18,0.27,0.45,1.00,0.27,0.18,0.18",13,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
enneagram type 7 careers,"Informational, Commercial",53,40,"0.78,0.56,0.56,1.00,0.56,0.56,0.22,0.22,0.22,0.22,0.33,0.22",10,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
enneagram type 7 wing 8,Informational,65,40,"1.00,0.71,0.71,0.71,0.57,0.29,0.29,0.29,0.29,0.29,0.29,0.29",15,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
enneagram type 8 famous people,Informational,61,40,"0.28,0.14,0.21,0.35,0.28,0.14,0.21,0.14,1.00,0.21,0.14,0.14",13,0.00,0.33,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches"
enneagram type 8 wing 9,Informational,58,40,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.64,0.11",16,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
enneagram type 9 celebrities,Informational,56,40,"0.45,0.27,0.27,0.73,1.00,0.27,0.73,0.45,1.00,0.73,0.73,0.45",17,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches"
enneagram type 9 wing 8,Informational,63,40,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,0.17,1.00,0.27",15,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
enneagram type eight,Informational,58,40,"0.32,0.21,0.32,0.43,0.11,0.75,0.54,0.21,1.00,0.43,0.54,0.11",17,0.29,0.02,"AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches, Ads bottom"
enneagram type seven,Informational,61,40,"0.73,0.00,1.00,0.12,0.00,0.00,0.00,0.00,0.27,0.27,0.12,0.00",17,0.60,0.04,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
enneagram types 8,Informational,57,40,"0.11,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.05,0.82,0.00,1.00",19,0.29,0.02,"AI Overview, Video, Video carousel, People also ask, Related searches"
enneagram types at work,Informational,57,40,"0.37,0.58,0.79,1.00,1.00,1.00,1.00,0.79,0.79,0.58,0.58,0.37",14,0.00,0.03,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Related searches"
enneagram types core motivations,Informational,57,40,"1.00,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17",9,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Related searches, Ads top"
enneagram variant,Informational,63,40,"0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18",18,0.00,0.02,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
enneagramme,Informational,55,40,"1.00,0.41,0.07,0.07,0.07,0.07,0.07,0.07,0.00,0.07,0.03,0.07",22,0.83,0.26,"AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches, Ads bottom"
enneagream 4,Informational,55,40,"0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,0.40,0.05,"Sitelinks, AI Overview, Video, Short videos, People also ask, Discussions and forums, Related searches"
enneagream 8,Informational,61,40,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,0.39,0.07,"AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches, Things to know"
enneargram 2,Informational,55,40,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",26,0.53,0.04,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches, Things to know"
enneatype 7,Informational,62,40,"0.60,1.00,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40",16,0.00,0.31,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
ennegram 6w7,Informational,59,40,"0.28,0.14,0.34,0.21,0.28,0.21,0.28,1.00,0.07,0.00,0.00,0.14",14,0.28,0.02,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
ennegram 9w1,Informational,61,40,"0.67,1.00,0.67,0.33,1.00,1.00,0.67,0.33,0.00,0.33,0.00,0.00",24,0.73,0.01,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
ennegram subtype,Informational,47,40,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",18,1.03,0.02,"Sitelinks, AI Overview, Reviews, Image pack, Video, Related searches"
ennegram triads,Informational,62,40,"1.00,0.08,0.08,0.00,0.00,0.08,0.00,0.77,0.00,0.00,0.23,0.38",3,2.16,0.33,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches, Ads bottom, Ads middle"
ennegream 3,Informational,63,40,"0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00",22,0.32,0.03,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches, Things to know"
enngram 6,Informational,50,40,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",19,0.44,0.04,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom"
enniagram type 2,Informational,59,40,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",25,0.72,0.03,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
entj a and infj a compatibility,Informational,44,40,"1.00,0.14,0.14,0.28,0.14,0.78,0.14,0.14,0.14,0.14,0.14,0.14",7,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
entj a compatibility,Informational,43,40,"1.00,0.71,1.00,0.71,1.00,0.00,0.28,0.14,0.00,0.14,0.14,0.14",15,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
entj a rare,Informational,47,40,"0.44,0.44,1.00,0.77,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",20,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
entj and infp in bed,Informational,38,40,"0.70,0.56,0.56,0.28,0.28,0.70,0.70,0.42,1.00,0.56,0.70,0.56",7,0.00,0.33,"Sitelinks, AI Overview, Image pack, People also ask, Related searches"
entj and isfj compatibility,Informational,41,40,"0.37,0.17,0.17,0.17,0.17,0.17,0.27,0.17,0.44,0.44,1.00,0.44",15,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
entj bf,Informational,39,40,"1.00,1.00,0.71,0.71,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27",16,0.00,0.33,"Sitelinks, Video, Video carousel, People also ask, Discussions and forums"
entj boyfriend,Informational,38,40,"1.00,1.00,0.70,0.70,0.42,0.28,0.28,0.28,0.28,0.28,0.28,0.28",13,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
entj hobbies,Informational,40,40,"1.00,1.00,0.59,1.00,0.59,1.00,0.59,1.00,1.00,0.59,0.38,1.00",11,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches"
entj in bed,Informational,43,40,"1.00,1.00,1.00,0.50,0.50,0.75,0.50,0.50,0.50,0.75,0.50,0.75",12,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
entj isfp,Informational,39,40,"1.00,0.17,0.17,0.17,0.17,0.17,0.27,0.17,0.17,0.17,0.17,0.17",4,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
entj man,Informational,42,40,"0.28,0.42,0.57,0.42,0.42,1.00,1.00,0.42,0.71,1.00,0.71,1.00",14,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
entj personality characters,Informational,42,40,"1.00,0.09,0.09,0.14,0.09,0.09,0.09,0.09,0.14,0.14,0.23,0.19",25,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Short videos, People also ask, Related searches"
entj 남자,Informational,33,40,"0.71,1.00,1.00,0.71,1.00,1.00,0.27,0.27,0.27,0.27,0.27,0.27",14,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
entj-t careers,Commercial,36,40,"0.00,0.00,0.12,0.00,0.00,1.00,0.58,0.73,0.73,1.00,0.73,1.00",23,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
entp a characters,Informational,39,40,"0.78,0.78,0.78,0.78,0.78,0.00,1.00,0.00,0.22,0.00,0.22,0.22",29,0.00,0.33,"Sitelinks, Image, Video, Video carousel, People also ask, Related searches"
entp a personality type,Informational,44,40,"1.00,1.00,0.00,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00",30,0.26,0.05,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
entp enneagram types,Informational,44,40,"0.42,0.28,0.57,0.71,0.42,0.42,0.71,0.71,1.00,0.42,0.71,0.28",7,0.00,0.02,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
entp hobbies,Informational,39,40,"1.00,1.00,0.70,0.56,0.28,0.70,0.28,0.28,0.70,0.28,0.28,0.28",7,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
entp man,Informational,38,40,"0.77,0.33,0.55,0.33,0.33,0.44,0.33,0.55,1.00,0.33,0.55,0.55",13,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Things to know"
entp personality type careers,Commercial,40,40,"0.14,0.14,1.00,0.35,0.35,0.35,0.14,0.14,0.14,0.14,0.14,0.14",22,0.00,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
entp-t meaning,"Informational, Commercial",41,40,"0.21,0.06,0.06,0.14,0.00,1.00,0.00,0.35,0.50,0.50,0.50,0.50",29,0.00,0.01,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
entp是什么,Informational,33,40,"0.26,0.26,0.00,0.00,0.00,1.00,0.07,0.07,0.00,0.07,0.07,0.42",27,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
esfj best jobs,Commercial,34,40,"0.18,1.00,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",24,0.00,0.01,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
esfj careers to avoid,Commercial,38,40,"0.45,0.18,0.27,0.36,1.00,0.18,0.18,0.18,0.18,0.27,0.18,0.18",4,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask"
esfj fictional characters,Informational,35,40,"0.79,0.21,0.21,0.33,1.00,0.55,0.45,0.21,0.45,0.33,0.21,0.33",5,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
esfj in relationships,Informational,41,40,"0.45,0.63,0.45,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",14,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
esfj jobs to avoid,"Informational, Commercial",32,40,"0.45,0.17,0.17,0.26,1.00,0.36,0.17,0.17,0.17,0.45,0.17,0.17",8,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
esfj women,Informational,37,40,"0.39,0.61,0.61,0.83,0.39,1.00,0.83,0.39,0.39,0.83,0.83,0.39",13,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
esfp best jobs,Commercial,35,40,"1.00,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",18,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
esfp character,Informational,40,40,"0.00,1.00,0.00,0.09,0.13,0.00,0.00,0.03,0.06,0.00,0.00,0.00",17,0.00,0.33,"Sitelinks, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
esfp compatibility chart,Informational,40,40,"0.27,0.42,0.58,1.00,0.27,0.58,1.00,0.42,0.42,0.42,0.27,0.27",21,0.00,0.33,"Featured snippet, Sitelinks, Image pack, Video, People also ask, Related searches"
esfp in relationships,Informational,39,40,"0.56,1.00,0.56,0.79,0.79,0.21,0.21,0.21,0.21,0.21,0.21,0.21",12,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
esfp love language,Informational,34,40,"0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17",11,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches"
esfp men,Informational,37,40,"0.27,0.45,1.00,0.45,0.18,0.27,0.36,0.36,0.27,0.27,0.45,0.27",13,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
esfp personality careers,Commercial,41,40,"0.18,1.00,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",18,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
estj a personagens,Informational,43,40,"1.00,0.23,0.11,0.23,0.11,0.11,0.11,0.82,0.11,0.00,0.00,0.00",27,0.00,0.00,"AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
estj art,Informational,37,40,"1.00,0.64,0.27,0.18,0.27,0.36,0.36,0.36,0.18,0.18,0.18,0.18",21,0.00,0.33,"Sitelinks, Image, Image pack, Video, People also ask, Related searches"
estj female,Informational,37,40,"0.71,0.71,0.71,0.71,0.56,0.71,1.00,0.56,0.56,0.27,0.27,0.41",29,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
estj性格,Informational,33,40,"1.00,0.79,0.10,0.10,0.00,0.79,0.79,0.55,0.00,0.21,0.21,0.21",30,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
famous people with esfj,Informational,35,40,"0.00,0.00,0.03,1.00,0.00,0.00,0.00,0.28,0.00,0.21,0.00,0.00",27,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
famous type 2 enneagram,Informational,56,40,"0.27,0.18,0.27,1.00,0.36,0.27,0.18,0.18,0.36,0.27,0.27,0.18",17,0.00,0.33,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
famous type 4 enneagram,Informational,56,40,"0.18,0.27,0.18,1.00,0.36,0.27,0.36,0.18,0.36,0.27,0.18,0.18",11,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches"
feminine suffix enne,Informational,45,40,"0.00,0.00,1.00,0.06,0.06,0.00,0.06,0.00,0.06,0.06,0.06,0.06",10,0.00,0.33,"AI Overview, Reviews, People also ask, Related searches"
four self,Informational,37,40,"0.18,0.63,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",13,0.00,0.33,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches"
free character strengths test,Navigational,32,40,"0.80,0.40,0.80,1.00,0.80,1.00,1.00,0.80,0.60,0.40,0.60,0.60",34,0.85,0.65,"Reviews, Video, Related searches"
free enneagram tritype test,Informational,57,40,"0.27,0.27,0.27,0.18,0.27,0.18,0.18,0.18,0.18,1.00,0.45,0.45",15,0.40,0.40,"Sitelinks, AI Overview, Reviews, Video, Discussions and forums, Related searches"
friendly and entertaining personality,Informational,34,40,"0.11,0.11,1.00,0.52,0.11,0.11,0.11,0.00,0.11,0.00,0.11,0.11",13,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
fun psychology tests,Informational,35,40,"0.00,0.71,1.00,0.59,1.00,0.59,0.71,1.00,0.00,0.12,0.12,0.12",33,0.82,0.16,"Sitelinks, Video, Video carousel, Discussions and forums"
good jobs for esfj,Commercial,33,40,"0.17,1.00,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17",24,0.00,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
healthy enneagram 4,Informational,56,40,"1.00,1.00,0.78,0.78,0.33,0.33,0.22,0.22,0.22,0.22,0.22,0.22",17,0.00,0.01,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
helen palmer note,Informational,44,40,"1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",24,0.00,0.33,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches"
high i disc,Informational,28,40,"0.44,0.44,1.00,1.00,0.44,0.22,0.22,0.33,0.22,0.33,1.00,0.22",5,0.63,0.19,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches"
highest paying enfp careers,Commercial,35,40,"0.73,0.73,0.73,1.00,1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27",20,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask"
how rare is enfp t personality type,Informational,48,40,"0.11,0.41,0.11,0.11,0.11,1.00,0.11,0.00,0.11,0.11,0.11,0.11",29,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
how rare is intp t personality,Informational,46,40,"0.23,1.00,0.11,0.11,0.11,0.41,0.11,0.00,0.11,0.11,0.11,0.11",31,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
how rare is the infp t personality type,Informational,44,40,"0.14,0.14,1.00,0.14,0.14,0.78,0.14,0.00,0.14,0.14,0.14,0.14",34,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
i type personality,Informational,34,40,"0.21,0.29,0.35,0.35,0.14,0.14,0.06,0.14,0.06,0.35,0.50,1.00",18,0.56,0.06,"AI Overview, Video, Video carousel, People also ask, Related searches"
iconoclast enneagram,Informational,53,40,"1.00,1.00,0.29,0.29,0.29,0.43,0.29,0.43,0.29,0.29,0.29,0.43",16,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
