Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
歪み の 国 の アリス チェシャ 猫 正体,35,35,260,27,0.00,https://character-seikaku.memo.wiki/d/%CF%C4%A4%DF%A4%CE%B9%F1%A4%CE%A5%A2%A5%EA%A5%B9,0,0,0.00,0.33,105,"32, 17, 14, 21, 21, 21, 17, 26, 21, 100, 26, 17",2026-06-30,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
鬼灯 の 冷徹 鬼灯 身長,31,31,110,18,0.00,https://character-seikaku.memo.wiki/d/%B5%B4%C5%F4%A4%CE%CE%E4%C5%B0,0,0,0.00,0.33,105,"65, 65, 100, 65, 65, 100, 82, 53, 41, 53, 100, 82",2026-06-26,"Image pack, Sitelinks, Reviews, People also ask, Related searches, AI overview",informational,Organic
シャドバ クラス 診断,42,42,170,33,0.00,https://character-seikaku.memo.wiki/d/Shadowverse,0,0,0.00,0.33,108,"100, 67, 44, 23, 23, 23, 29, 15, 29, 29, 29, 44",2026-08-05,"Sitelinks, Video, Related searches, AI overview",informational,Organic
6w5 エニアグラム,16,16,110,12,0.00,https://character-seikaku.memo.wiki/d/6w5,0,0,0.00,0.33,100,"79, 64, 79, 64, 64, 100, 100, 100, 64, 100, 79, 79",2026-06-27,"Sitelinks, Related searches, AI overview",informational,Organic
6w5 エニアグラム,55,55,110,12,0.00,https://character-seikaku.memo.wiki/d/6w5%A1%CA%A5%C7%A5%A3%A5%D5%A5%A7%A5%F3%A5%C0%A1%BC%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,0,0,0.00,0.33,100,"79, 64, 79, 64, 64, 100, 100, 100, 64, 100, 79, 79",2026-06-27,"Sitelinks, Related searches, AI overview",informational,Organic
ヲタ 恋 ひろ たか,33,33,390,29,0.00,https://character-seikaku.memo.wiki/d/%A5%F2%A5%BF%A5%AF%A4%CB%CE%F8%A4%CF%C6%F1%A4%B7%A4%A4,0,0,0.00,0.33,122,"100, 82, 100, 82, 82, 67, 82, 100, 100, 100, 100, 100",2026-07-19,"Knowledge panel, Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ウッディ 性格,28,28,90,30,0.00,https://character-seikaku.memo.wiki/d/%A5%C8%A5%A4%A1%A6%A5%B9%A5%C8%A1%BC%A5%EA%A1%BC,0,0,0.00,0.33,110,"10, 3, 3, 54, 3, 5, 3, 3, 3, 44, 36, 100",2026-08-13,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
鬼 滅 の 刃 柱 診断,37,37,390,5,0.00,https://character-seikaku.memo.wiki/d/%B5%B4%CC%C7%A4%CE%BF%CF,0,0,0.00,0.33,110,"46, 100, 53, 31, 14, 7, 6, 3, 3, 2, 3, 4",2026-08-01,"Video, Related searches",commercial,Organic
free まこ ちゃん,55,55,140,17,0.00,https://character-seikaku.memo.wiki/d/Free%21,0,0,0.00,0.33,107,"42, 35, 42, 35, 42, 35, 42, 35, 54, 100, 54, 65",2026-08-15,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
トーマス 性格,32,32,90,40,0.00,https://character-seikaku.memo.wiki/d/%A4%AD%A4%AB%A4%F3%A4%B7%A4%E3%A5%C8%A1%BC%A5%DE%A5%B9,0,0,0.00,0.33,118,"3, 18, 3, 82, 8, 3, 18, 3, 36, 100, 28, 3",2026-07-24,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
ハチミツ と クローバー 花 本 先生,45,45,50,,0.00,https://character-seikaku.memo.wiki/d/%A5%CF%A5%C1%A5%DF%A5%C4%A4%C8%A5%AF%A5%ED%A1%BC%A5%D0%A1%BC,0,0,0.00,0.33,171,"6, 6, 18, 100, 12, 24, 6, 82, 6, 6, 65, 65",2026-08-14,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
キャラクター honeyworks,44,44,210,46,0.00,https://character-seikaku.memo.wiki/d/HoneyWorks%20%B9%F0%C7%F2%BC%C2%B9%D4%B0%D1%B0%F7%B2%F1,0,0,0.00,0,198,"44, 36, 36, 67, 54, 67, 54, 100, 67, 54, 67, 54",2026-08-04,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
第 五 人格 キャラ 診断,40,40,140,13,0.00,https://character-seikaku.memo.wiki/d/IdentityV,0,0,0.00,0.33,108,"100, 100, 100, 82, 100, 82, 100, 82, 82, 65, 82, 82",2026-08-03,"Image pack, Video, People also ask, Related searches",commercial,Organic
性格キャラクターテスト女子編,43,43,140,13,0.00,https://character-seikaku.memo.wiki/d/%BA%EE%C9%CA%B0%EC%CD%F7,0,0,0.00,0,145,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100",2026-08-08,"Video, People also ask, Related searches, AI overview",informational,Organic
性格キャラクターテスト女子編,70,70,140,13,0.00,https://character-seikaku.memo.wiki/d/%A5%AD%A5%E3%A5%E9%A5%AF%A5%BF%A1%BC%B0%EC%CD%F7%28MBTI%29,0,0,0.00,0,145,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100",2026-08-08,"Video, People also ask, Related searches, AI overview",informational,Organic
性格キャラクターテスト女子編,80,80,140,13,0.00,https://character-seikaku.memo.wiki/,0,0,0.00,0,145,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100",2026-08-08,"Video, People also ask, Related searches, AI overview",informational,Organic
僕 勉強 キャラ,28,28,70,47,0.00,https://character-seikaku.memo.wiki/d/%A4%DC%A4%AF%A4%BF%A4%C1%A4%CF%CA%D9%B6%AF%A4%AC%A4%C7%A4%AD%A4%CA%A4%A4,0,0,0.00,0.33,130,"4, 4, 81, 100, 4, 4, 19, 65, 4, 12, 4, 4",2026-07-11,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
ライチ 光 クラブ 人気 投票,38,38,140,29,0.00,https://character-seikaku.memo.wiki/d/%A5%E9%A5%A4%A5%C1%A1%F9%B8%F7%A5%AF%A5%E9%A5%D6,0,0,0.00,0.33,109,"30, 19, 100, 1, 1, 1, 12, 1, 6, 2, 1, 2",2026-08-10,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
リゼロ キャラ 診断,22,22,90,2,0.00,https://character-seikaku.memo.wiki/d/Re%3A%A5%BC%A5%ED%A4%AB%A4%E9%BB%CF%A4%E1%A4%EB%B0%DB%C0%A4%B3%A6%C0%B8%B3%E8,0,0,0.00,0.33,108,"1, 1, 1, 1, 2, 1, 1, 8, 6, 1, 100, 5",2026-07-27,"Image pack, Video, Related searches",informational,Organic
リゼロ キャラ 診断,44,44,90,2,0.00,https://character-seikaku.memo.wiki/d/Re%3A%A5%BC%A5%ED%A4%AB%A4%E9%BB%CF%A4%E1%A4%EB%B0%DB%C0%A4%B3%A6%C0%B8%B3%E8%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%29,0,0,0.00,0.33,108,"1, 1, 1, 1, 2, 1, 1, 8, 6, 1, 100, 5",2026-07-27,"Image pack, Video, Related searches",informational,Organic
ハピシュガ 名言,51,51,110,30,0.00,https://character-seikaku.memo.wiki/d/%A5%CF%A5%C3%A5%D4%A1%BC%A5%B7%A5%E5%A5%AC%A1%BC%A5%E9%A5%A4%A5%D5,0,0,0.00,0.33,107,"100, 82, 65, 65, 65, 65, 82, 29, 29, 53, 41, 41",2026-07-31,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
こなた らきすた,47,47,590,35,0.00,https://character-seikaku.memo.wiki/d/%A4%E9%A4%AD%A1%F9%A4%B9%A4%BF,0,0,0.00,0,186,"82, 67, 67, 100, 82, 82, 82, 67, 82, 100, 100, 100",2026-08-12,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
十 二 国 記 データベース,45,45,140,43,0.00,https://character-seikaku.memo.wiki/d/%BD%BD%C6%F3%B9%F1%B5%AD,0,0,0.00,0.33,104,"35, 35, 42, 27, 27, 35, 81, 100, 54, 42, 65, 81",2026-07-01,"Sitelinks, People also ask, Related searches",navigational,Organic
十 二 国 記 データベース,48,48,140,43,0.00,https://character-seikaku.memo.wiki/d/%BD%BD%C6%F3%B9%F1%B5%AD,0,0,0.00,0.33,104,"35, 35, 42, 27, 27, 35, 81, 100, 54, 42, 65, 81",2026-07-01,"Sitelinks, People also ask, Related searches",navigational,Organic
パワーパフ ガールズ バブルス 性格,33,33,170,30,0.00,https://character-seikaku.memo.wiki/d/%A5%D1%A5%EF%A1%BC%A5%D1%A5%D5%A5%AC%A1%BC%A5%EB%A5%BA,0,0,0.00,0.33,166,"53, 53, 53, 66, 66, 53, 53, 34, 66, 100, 66, 34",2026-08-16,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
パワーパフ ガールズ バブルス 性格,43,43,170,30,0.00,https://character-seikaku.memo.wiki/d/%A5%D1%A5%EF%A1%BC%A5%D1%A5%D5%A5%AC%A1%BC%A5%EB%A5%BA%20%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%29,0,0,0.00,0.33,166,"53, 53, 53, 66, 66, 53, 53, 34, 66, 100, 66, 34",2026-08-16,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
宮内 一穂,44,44,320,31,0.00,https://character-seikaku.memo.wiki/d/%A4%CE%A4%F3%A4%CE%A4%F3%A4%D3%A4%E8%A4%EA,0,0,0.00,0.33,88,"100, 82, 100, 82, 82, 67, 67, 82, 54, 82, 82, 82",2026-07-02,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
ガンダム w 博士,50,50,170,30,0.00,https://character-seikaku.memo.wiki/d/%BF%B7%B5%A1%C6%B0%C0%EF%B5%AD%A5%AC%A5%F3%A5%C0%A5%E0W,0,0,0.00,0.33,106,"100, 100, 66, 100, 81, 53, 34, 22, 44, 34, 34, 28",2026-07-29,"Video, People also ask, Related searches, AI overview",informational,Organic
ハッピー シュガー ライフ あさひ,45,45,260,31,0.00,https://character-seikaku.memo.wiki/d/%A5%CF%A5%C3%A5%D4%A1%BC%A5%B7%A5%E5%A5%AC%A1%BC%A5%E9%A5%A4%A5%D5,0,0,0.00,0.33,144,"82, 100, 82, 67, 82, 67, 54, 67, 54, 54, 54, 54",2026-06-24,"Knowledge panel, Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
プリパラ キャラクター 名前,31,31,110,31,0.00,https://character-seikaku.memo.wiki/d/%A5%D7%A5%EA%A5%D1%A5%E9,0,0,0.00,0.33,135,"24, 43, 52, 43, 100, 81, 52, 43, 52, 43, 43, 43",2026-07-18,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
サザエ さん 一家 の 名前,52,52,110,43,0.00,https://character-seikaku.memo.wiki/d/%A5%B5%A5%B6%A5%A8%A4%B5%A4%F3,0,0,0.00,0.33,115,"79, 64, 64, 79, 50, 64, 50, 64, 64, 100, 100, 100",2026-08-09,"Image pack, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
cco るろうに 剣心,49,49,140,28,0.00,https://character-seikaku.memo.wiki/d/%A4%EB%A4%ED%A4%A6%A4%CB%B7%F5%BF%B4,0,0,0.00,0.33,131,"67, 81, 100, 100, 67, 43, 67, 67, 43, 67, 81, 67",2026-07-11,"Image pack, Video, Video Carousel, People also ask, Related searches",informational,Organic
男 塾 キャラクター 一覧,40,40,260,20,0.00,https://character-seikaku.memo.wiki/d/%B3%A1%21%21%C3%CB%BD%CE,0,0,0.00,0.33,152,"81, 66, 81, 53, 53, 66, 100, 100, 100, 81, 100, 100",2026-08-09,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
あの 花 主人公,67,67,260,34,0.00,https://character-seikaku.memo.wiki/d/%A4%A2%A4%CE%C6%FC%B8%AB%A4%BF%B2%D6%A4%CE%CC%BE%C1%B0%A4%F2%CB%CD%C3%A3%A4%CF%A4%DE%A4%C0%C3%CE%A4%E9%A4%CA%A4%A4%A1%A3,0,0,0.00,0.33,135,"36, 44, 100, 44, 29, 29, 29, 29, 29, 24, 29, 36",2026-07-05,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
エニアグラム タイプ 4,32,32,880,16,0.00,https://character-seikaku.memo.wiki/d/%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%20%A5%BF%A5%A4%A5%D74,0,0,0.00,0.33,106,"100, 100, 100, 100, 72, 72, 72, 88, 72, 72, 72, 72",2026-07-06,"Video, People also ask, Related searches, AI overview",informational,Organic
lsfp,72,72,880,22,0.00,https://character-seikaku.memo.wiki/d/ISFP,0,0,0.00,0.33,109,"100, 100, 100, 100, 88, 88, 72, 72, 88, 88, 88, 88",2026-07-20,"Knowledge panel, Image pack, People also ask, Related searches",informational,Organic
おそ松 さん 血液 型,44,44,140,23,0.00,https://character-seikaku.memo.wiki/d/%A4%AA%A4%BD%BE%BE%A4%B5%A4%F3%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%29,0,0,0.00,0.33,105,"44, 66, 100, 53, 44, 34, 34, 44, 34, 34, 28, 22",2026-07-14,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
おそ松 さん 血液 型,51,51,140,23,0.00,https://character-seikaku.memo.wiki/d/%A4%AA%A4%BD%BE%BE%A4%B5%A4%F3,0,0,0.00,0.33,105,"44, 66, 100, 53, 44, 34, 34, 44, 34, 34, 28, 22",2026-07-14,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
るろうに 剣心 式 尉,70,70,70,19,0.00,https://character-seikaku.memo.wiki/d/%A4%EB%A4%ED%A4%A6%A4%CB%B7%F5%BF%B4,0,0,0.00,0.33,115,"2, 2, 2, 100, 5, 2, 2, 2, 2, 2, 2, 2",2026-07-12,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
悠 木 皆 守,42,42,140,19,0.00,https://character-seikaku.memo.wiki/d/%C1%C7%C0%B2%A4%E9%A4%B7%A4%AD%C6%FC%A1%B9%20%A1%C1%C9%D4%CF%A2%C2%B3%C2%B8%BA%DF%A1%C1,0,0,0.00,0.33,108,"81, 81, 67, 67, 67, 67, 67, 67, 81, 67, 52, 100",2026-08-07,"Image pack, Image, People also ask",informational,Organic
エヴァ イメージ カラー,55,55,140,11,0.00,https://character-seikaku.memo.wiki/d/%BF%B7%C0%A4%B5%AA%A5%A8%A5%F4%A5%A1%A5%F3%A5%B2%A5%EA%A5%AA%A5%F3,0,0,0.00,0.33,106,"65, 65, 100, 100, 100, 65, 65, 100, 82, 65, 53, 53",2026-06-30,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
キミガシネ キャラ,28,28,1300,33,0.00,https://character-seikaku.memo.wiki/d/%A5%AD%A5%DF%A5%AC%A5%B7%A5%CD,0,0,0.00,0.33,116,"62, 62, 100, 81, 55, 62, 81, 100, 81, 81, 62, 55",2026-07-07,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
キミガシネ キャラ,29,29,1300,33,0.00,https://character-seikaku.memo.wiki/d/%A5%AD%A5%DF%A5%AC%A5%B7%A5%CD,0,0,0.00,0.33,116,"62, 62, 100, 81, 55, 62, 81, 100, 81, 81, 62, 55",2026-07-07,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
暗殺 教室 キャラ プロフィール,51,51,390,26,0.00,https://character-seikaku.memo.wiki/d/%B0%C5%BB%A6%B6%B5%BC%BC,0,0,0.00,0.33,102,"16, 13, 37, 25, 16, 20, 13, 13, 100, 68, 30, 16",2026-08-08,"Image pack, Sitelinks, Image, People also ask, Related searches",informational,Organic
小山内 さん 小市民,40,40,90,25,0.00,https://character-seikaku.memo.wiki/d/%BE%AE%BB%D4%CC%B1%A5%B7%A5%EA%A1%BC%A5%BA,0,0,0.00,0.33,134,"100, 19, 2, 3, 3, 15, 7, 5, 2, 2, 2, 8",2026-08-06,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
intp キャラ,55,55,3600,29,0.00,https://character-seikaku.memo.wiki/d/INTP-ENFP,0,0,0.00,0.33,152,"100, 100, 100, 82, 82, 82, 82, 66, 66, 82, 82, 82",2026-07-07,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
intp キャラ,65,65,3600,29,0.00,https://character-seikaku.memo.wiki/d/INTP-ESFJ,0,0,0.00,0.33,152,"100, 100, 100, 82, 82, 82, 82, 66, 66, 82, 82, 82",2026-07-07,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
intp キャラ,78,78,3600,29,0.00,https://character-seikaku.memo.wiki/d/INTP,0,0,0.00,0.33,152,"100, 100, 100, 82, 82, 82, 82, 66, 66, 82, 82, 82",2026-07-07,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
intp キャラ,88,88,3600,29,0.00,https://character-seikaku.memo.wiki/d/ENTP%A1%CA%C8%AF%CC%C0%B2%C8%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,0,0,0.00,0.33,152,"100, 100, 100, 82, 82, 82, 82, 66, 66, 82, 82, 82",2026-07-07,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
esfp mbti,58,58,590,16,0.00,https://character-seikaku.memo.wiki/d/ESFP%A1%CA%B1%E9%B5%BB%BC%D4%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,0,0,0.00,0.33,137,"100, 100, 100, 82, 82, 82, 100, 82, 82, 82, 82, 100",2026-07-19,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
スキップとローファー 志摩くん,39,39,320,19,1.49,https://character-seikaku.memo.wiki/d/%A5%B9%A5%AD%A5%C3%A5%D7%A4%C8%A5%ED%A1%BC%A5%D5%A5%A1%A1%BC,0,0,0.00,0.01,121,"1, 1, 1, 0, 1, 1, 2, 2, 2, 25, 100, 53",2026-06-28,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
ジブリ 性格 診断,54,54,210,9,0.00,https://character-seikaku.memo.wiki/d/%A5%B8%A5%E3%A5%F3%A5%EB%CA%CC%BA%EE%C9%CA%B0%EC%CD%F7,0,0,0.00,0.33,110,"66, 81, 81, 66, 100, 53, 66, 53, 53, 44, 81, 53",2026-08-04,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
スクール デイズ 名言,46,46,50,25,0.00,https://character-seikaku.memo.wiki/d/School%20Days,0,0,0.00,0.33,124,"2, 2, 2, 2, 2, 10, 2, 4, 100, 2, 2, 6",2026-08-14,"Image pack, Sitelinks, Video, Image, People also ask, AI overview",informational,Organic
エニアグラム タイプ 9,60,60,2400,15,0.38,https://character-seikaku.memo.wiki/d/%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%20%A5%BF%A5%A4%A5%D79,0,0,0.00,0.05,106,"100, 100, 83, 83, 83, 66, 100, 66, 66, 66, 66, 45",2026-07-14,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
タイプ 8,56,56,140,15,0.00,https://character-seikaku.memo.wiki/d/%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%20%A5%BF%A5%A4%A5%D78,0,0,0.00,0.33,176,"100, 81, 81, 81, 100, 67, 67, 67, 67, 52, 52, 43",2026-08-05,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
君 に 届け キャラクター 紹介,38,38,90,31,0.00,https://character-seikaku.memo.wiki/d/%B7%AF%A4%CB%C6%CF%A4%B1,0,0,0.00,0.33,112,"3, 1, 1, 100, 19, 1, 1, 7, 1, 10, 3, 1",2026-07-20,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
air 名言,59,0,70,12,0.00,https://character-seikaku.memo.wiki/d/AIR,0,0,0.00,0.33,109,"100, 36, 10, 3, 3, 3, 10, 10, 3, 5, 3, 3",2026-08-17,"Video, People also ask, Related searches",informational,Organic
アドベンチャー タイム ランピー,41,41,590,35,0.00,https://character-seikaku.memo.wiki/d/%A5%A2%A5%C9%A5%D9%A5%F3%A5%C1%A5%E3%A1%BC%A1%A6%A5%BF%A5%A4%A5%E0,0,0,0.00,0.02,164,"100, 67, 55, 55, 44, 44, 55, 55, 67, 55, 67, 67",2026-08-09,"Knowledge panel, Reviews, Video, Image, Video Carousel, People also ask, Related searches, Short videos","informational, transactional",Organic
青 ブタキャラ,50,50,720,26,0.00,https://character-seikaku.memo.wiki/d/%C0%C4%BD%D5%A5%D6%A5%BF%CC%EE%CF%BA%A4%CF%A5%D0%A5%CB%A1%BC%A5%AC%A1%BC%A5%EB%C0%E8%C7%DA%A4%CE%CC%B4%A4%F2%B8%AB%A4%CA%A4%A4,0,0,0.00,0.33,192,"100, 81, 62, 45, 30, 30, 30, 24, 37, 37, 30, 37",2026-08-12,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
クレヨン しんちゃん 診断,18,18,320,8,0.00,https://character-seikaku.memo.wiki/d/%A5%AF%A5%EC%A5%E8%A5%F3%A4%B7%A4%F3%A4%C1%A4%E3%A4%F3%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%29,0,0,0.00,0.33,89,"100, 100, 67, 81, 81, 67, 67, 67, 67, 54, 44, 44",2026-08-02,"Video, Related searches",informational,Organic
クレヨン しんちゃん 診断,46,46,320,8,0.00,https://character-seikaku.memo.wiki/d/%A5%AF%A5%EC%A5%E8%A5%F3%A4%B7%A4%F3%A4%C1%A4%E3%A4%F3,0,0,0.00,0.33,89,"100, 100, 67, 81, 81, 67, 67, 67, 67, 54, 44, 44",2026-08-02,"Video, Related searches",informational,Organic
5ch ジョジョ,23,23,140,19,0.00,https://character-seikaku.memo.wiki/d/%A5%B8%A5%E7%A5%B8%A5%E7%A4%CE%B4%F1%CC%AF%A4%CA%CB%C1%B8%B1%20%C2%E85%C9%F4%20%B2%AB%B6%E2%A4%CE%C9%F7,0,0,0.00,0.33,108,"1, 1, 1, 30, 100, 44, 1, 2, 1, 3, 1, 1",2026-08-03,"Video, Related searches, AI overview",informational,Organic
あたし ン ち スレ,19,19,70,12,0.00,https://character-seikaku.memo.wiki/d/%A4%A2%A4%BF%A4%B7%A5%F3%A4%C1,0,0,0.00,0.33,108,"8, 2, 8, 44, 100, 2, 2, 2, 2, 2, 2, 2",2026-07-30,"Image pack, Related searches",informational,Organic
薄 桜 鬼 新選 組,70,70,210,36,0.00,https://character-seikaku.memo.wiki/d/%C7%F6%BA%F9%B5%B4%20%A1%C1%BF%B7%C1%AA%C1%C8%B4%F1%EB%FD%A1%C1,0,0,0.00,0.33,118,"44, 44, 100, 67, 54, 54, 54, 54, 67, 54, 54, 54",2026-07-28,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
さよなら を 教え て 人 見 広介,23,23,110,28,0.00,https://character-seikaku.memo.wiki/d/%A4%B5%A4%E8%A4%CA%A4%E9%A4%F2%B6%B5%A4%A8%A4%C6%20%A1%C1comment%20te%20dire%20adieu%A1%C1,0,0,0.00,0.33,102,"43, 24, 33, 24, 33, 52, 52, 43, 67, 67, 81, 100",2026-07-31,"Image pack, Video, Image, People also ask",informational,Organic
mf ゴースト キャラクター,44,44,2400,33,0.00,https://character-seikaku.memo.wiki/d/MF%A5%B4%A1%BC%A5%B9%A5%C8,0,0,0.00,0.33,188,"30, 24, 30, 24, 24, 30, 30, 100, 81, 67, 35, 30",2026-07-13,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
暗殺 教室 クラス,57,57,140,26,0.00,https://character-seikaku.memo.wiki/d/%B0%C5%BB%A6%B6%B5%BC%BC,0,0,0.00,0.33,103,"16, 22, 53, 34, 28, 22, 22, 28, 100, 100, 44, 28",2026-08-01,"Image pack, Sitelinks, Reviews, People also ask, Related searches",informational,Organic
free 身長,43,43,110,16,0.00,https://character-seikaku.memo.wiki/d/Free%21,0,0,0.00,0.33,88,"65, 82, 100, 65, 41, 65, 53, 65, 53, 53, 65, 65",2026-07-02,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
山田 くん と 7 人 の 魔女 能力,46,46,110,22,0.00,https://character-seikaku.memo.wiki/d/%BB%B3%C5%C4%A4%AF%A4%F3%A4%C87%BF%CD%A4%CE%CB%E2%BD%F7,0,0,0.00,0.33,197,"79, 64, 64, 79, 100, 100, 64, 64, 79, 79, 79, 64",2026-06-25,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
リィン カーネーション の 花弁 才能,49,49,110,15,0.00,https://character-seikaku.memo.wiki/d/%A5%EA%A5%A3%A5%F3%A5%AB%A1%BC%A5%CD%A1%BC%A5%B7%A5%E7%A5%F3%A4%CE%B2%D6%CA%DB,0,0,0.00,0.33,109,"2, 100, 2, 2, 7, 3, 5, 8, 2, 29, 44, 24",2026-08-11,"Sitelinks, Video, People also ask, Related searches",commercial,Organic
結 野 嵐子,35,35,110,28,0.00,https://character-seikaku.memo.wiki/d/%A4%A8%A4%E0%A4%A8%A4%E0%A4%C3%21,0,0,0.00,0.33,53,"41, 53, 82, 82, 100, 65, 65, 41, 53, 65, 53, 65",2026-07-08,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
intp entj 相性,18,18,260,14,0.00,https://character-seikaku.memo.wiki/d/INTP-ENTJ,0,0,0.00,0.33,94,"67, 54, 44, 54, 44, 44, 54, 54, 67, 82, 82, 100",2026-07-03,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
あなた っ ぽい アニメキャラ診断,66,66,2900,15,0.00,https://character-seikaku.memo.wiki/d/%BC%E7%BF%CD%B8%F8%A5%AD%A5%E3%A5%E9%B0%EC%CD%F7,0,0,0.00,0.33,116,"82, 100, 100, 66, 55, 66, 55, 36, 55, 36, 43, 30",2026-08-02,"Video, People also ask, Related searches",commercial,Organic
あなた っ ぽい アニメキャラ診断,77,77,2900,15,0.00,https://character-seikaku.memo.wiki/,0,0,0.00,0.33,116,"82, 100, 100, 66, 55, 66, 55, 36, 55, 36, 43, 30",2026-08-02,"Video, People also ask, Related searches",commercial,Organic
あなた っ ぽい アニメキャラ診断,83,83,2900,15,0.00,https://character-seikaku.memo.wiki/d/%A5%AD%A5%E3%A5%E9%A5%AF%A5%BF%A1%BC%B0%EC%CD%F7%28MBTI%29,0,0,0.00,0.33,116,"82, 100, 100, 66, 55, 66, 55, 36, 55, 36, 43, 30",2026-08-02,"Video, People also ask, Related searches",commercial,Organic
薄 桜 鬼 新撰 組,55,55,90,38,0.00,https://character-seikaku.memo.wiki/d/%C7%F6%BA%F9%B5%B4%20%A1%C1%BF%B7%C1%AA%C1%C8%B4%F1%EB%FD%A1%C1,0,0,0.00,0,194,"52, 100, 81, 52, 52, 24, 24, 33, 33, 24, 19, 19",2026-07-02,"Sitelinks, Reviews, Video, Image, People also ask, Related searches",navigational,Organic
ポケモン ベスト パートナー 診断,34,34,170,13,0.00,https://character-seikaku.memo.wiki/d/%A5%DD%A5%B1%A5%C3%A5%C8%A5%E2%A5%F3%A5%B9%A5%BF%A1%BC%A1%CA%B8%B6%BA%EE%A1%CB,0,0,0.00,0.33,109,"42, 54, 54, 65, 100, 81, 81, 100, 100, 81, 54, 42",2026-08-07,"Image pack, Video, People also ask, Related searches",informational,Organic
